customerID,tenure,PhoneService,MonthlyCharges,TotalCharges,Churn,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,Contract_Month-to-month,Contract_One year,Contract_Two year,TotalCharges_MonthlyCharges_Ratio
5343-SGUBI,52,1,80.2,4297.6,0,0,0,1,1,1,1,0,53.586034912718205
0856-NAOES,6,1,60.9,414.1,0,0,0,1,1,0,0,0,6.7996715927750415
1976-AZZPJ,7,0,34.2,256.6,0,0,0,1,1,0,0,0,7.502923976608187
7248-VZQLC,47,1,85.2,3969.35,1,1,0,1,0,0,0,0,46.588615023474176
6156-UZDLF,26,1,87.15,2274.1,0,0,1,1,0,1,1,0,26.094090648307514
3099-OONVS,25,1,54.3,1296.8,0,0,0,0,0,0,0,0,23.882136279926335
9500-WBGRP,69,1,19.1,1268.85,0,0,0,1,1,1,0,1,66.43193717277487
5183-KLYEM,72,1,112.75,8192.6,0,0,1,1,0,1,0,1,72.66164079822617
5144-PQCDZ,4,1,19.95,59.25,0,0,0,1,1,0,0,0,2.9699248120300754
8514-VZHEB,59,1,19.5,1147.85,0,0,0,1,1,1,0,1,58.86410256410256
6625-IUTTT,67,1,65.55,4361.55,0,1,0,1,0,1,0,1,66.53775743707094
9355-NPPFS,26,1,78.8,2006.1,0,0,0,0,0,0,0,0,25.458121827411166
0068-FIGTF,27,1,78.2,2078.95,0,0,0,1,1,1,1,0,26.585038363171353
5965-GGPRW,72,1,105.25,7609.75,0,1,0,1,0,1,0,1,72.30166270783847
8035-PWSEV,6,1,89.25,487.05,0,0,0,0,0,0,0,0,5.457142857142857
2236-HILPA,62,1,20.65,1218.45,0,0,1,1,0,1,0,1,59.004842615012116
1840-BIUOG,20,1,68.7,1416.2,0,0,0,0,0,1,1,0,20.614264919941775
1356-MKYSK,6,1,78.65,483.3,0,0,1,1,0,0,0,0,6.144945963127781
6080-LNESI,51,1,24.75,1234.6,0,0,0,1,1,1,0,1,49.88282828282828
1830-IPXVJ,61,1,19.75,1311.6,0,0,1,1,0,1,0,1,66.41012658227848
5828-DWPIL,62,1,89.1,5618.3,0,0,0,0,0,0,0,0,63.05611672278339
8398-TBIYD,72,1,84.7,6185.15,0,1,0,1,0,1,0,1,73.0242030696576
0011-IGKFF,13,1,98.0,1237.85,1,0,0,0,0,0,0,0,12.63112244897959
4192-GORJT,5,1,94.45,498.1,1,0,0,0,0,0,0,0,5.2736897829539435
6496-SLWHQ,3,1,105.0,294.45,1,0,0,0,0,0,0,0,2.8042857142857143
9912-GVSEQ,26,1,93.85,2381.55,1,0,0,0,0,0,0,0,25.376132125732557
2931-FSOHN,13,1,59.9,788.35,0,0,0,0,0,0,0,0,13.161101836393991
9418-RUKPH,38,1,19.95,756.4,0,0,0,1,1,1,0,1,37.91478696741855
5383-MMTWC,8,1,84.0,613.4,1,0,0,0,0,0,0,0,7.302380952380952
9971-ZWPBF,34,1,108.9,3625.2,0,0,0,0,0,0,0,0,33.289256198347104
4712-AUQZO,18,0,33.6,550.35,0,0,0,1,1,0,0,0,16.379464285714285
9711-FJTBX,56,1,85.85,4793.8,0,0,0,1,1,1,1,0,55.83925451368667
2908-ZTPNF,36,0,34.85,1267.2,0,1,0,1,0,0,0,0,36.36154949784792
7240-ETPTR,9,0,48.75,442.2,1,0,0,0,0,0,0,0,9.07076923076923
2202-CUYXZ,1,1,84.85,84.85,1,0,0,0,0,0,0,0,1.0
5995-OIGLP,12,1,56.65,654.85,1,0,0,1,1,0,0,0,11.559576345984114
8421-WZOOW,57,1,95.3,5567.45,0,0,1,1,0,0,0,0,58.4202518363064
6261-RCVNS,42,1,73.9,3160.55,1,0,1,1,0,1,1,0,42.767929634641405
7951-QKZPL,33,1,24.5,740.3,1,0,0,1,1,1,0,1,30.216326530612243
1414-YADCW,70,1,84.6,5706.2,0,1,0,1,0,1,0,1,67.44917257683215
8756-RDDLT,68,0,44.95,3085.35,0,0,0,0,0,0,0,0,68.63959955506117
2862-PFNIK,1,0,24.7,24.7,0,0,0,0,0,0,0,0,1.0
5816-QVHRX,37,1,100.3,3541.4,0,0,1,1,0,0,0,0,35.30807577268195
4430-YHXGG,4,1,25.45,84.2,0,0,0,1,1,0,0,0,3.3084479371316307
6888-SBYAI,1,1,50.7,50.7,0,0,0,1,1,0,0,0,1.0
7395-XWZOY,20,0,55.0,1165.55,0,0,1,1,0,0,0,0,21.19181818181818
7169-YWAMK,72,1,68.4,4855.35,0,1,0,1,0,1,0,1,70.98464912280701
3640-PHQXK,31,1,89.9,2806.9,1,0,0,0,0,0,0,0,31.22246941045606
6877-LGWXO,18,1,78.55,1422.65,1,0,0,0,0,0,0,0,18.11139401654997
6859-RKMZJ,11,1,55.05,608.15,0,1,0,1,0,0,0,0,11.047229791099001
2729-VNVAP,33,1,19.8,641.35,0,0,1,1,0,1,0,1,32.39141414141414
2957-JIRMN,62,1,84.45,4959.15,0,0,0,0,0,1,1,0,58.72291296625222
2049-BAFNW,1,0,35.9,35.9,0,0,0,1,1,0,0,0,1.0
3842-QTGDL,16,1,80.75,1321.3,0,1,0,1,0,0,0,0,16.36284829721362
7163-OCEQI,22,1,78.65,1663.75,0,0,0,1,1,1,1,0,21.153846153846153
9782-LGXMC,49,1,61.75,3024.15,0,1,0,1,0,0,0,0,48.97408906882591
5975-BAICR,36,1,63.7,2188.5,0,0,1,1,0,1,1,0,34.3563579277865
8019-ENHXU,42,1,99.45,4138.05,1,0,0,0,0,0,0,0,41.60935143288084
5167-GBFRE,4,0,25.2,102.5,1,1,0,1,0,0,0,0,4.067460317460317
9033-EOXWV,12,1,74.05,872.65,1,0,0,1,1,1,1,0,11.784604996623903
4673-KKSLS,31,1,87.6,2724.25,0,0,0,0,0,0,0,0,31.098744292237445
4853-OITSN,5,1,89.15,413.25,0,0,0,0,0,0,0,0,4.635445877734155
9800-OUIGR,66,1,20.0,1374.2,0,0,1,1,0,1,0,1,68.71000000000001
1324-NLTJE,15,1,55.0,757.1,1,0,1,1,0,0,0,0,13.765454545454546
2324-EFHVG,64,1,104.4,6692.65,0,1,0,1,0,1,0,1,64.10584291187739
7094-MSZAO,10,1,20.05,218.5,0,0,1,1,0,0,0,0,10.897755610972569
1522-VVDMG,7,1,89.75,608.8,1,0,0,0,0,0,0,0,6.783286908077994
6907-CQGPN,29,0,34.3,1004.75,0,0,0,0,0,0,0,0,29.293002915451897
0780-XNZFN,57,1,20.65,1125.6,0,1,0,1,0,1,0,1,54.50847457627118
0239-OXEXL,46,1,84.25,3847.6,0,0,0,1,1,0,0,0,45.66884272997032
2675-IJRGJ,53,1,19.65,978.0,0,1,0,1,0,1,0,1,49.770992366412216
7049-GKVZY,17,1,79.85,1387.35,0,0,1,1,0,1,1,0,17.374452097683157
8577-QSOCG,38,1,20.2,746.05,0,0,0,1,1,1,0,1,36.93316831683168
3721-CNZHX,15,1,19.8,304.6,0,0,0,1,1,1,1,0,15.383838383838384
0212-ISBBF,22,0,50.35,1098.85,0,0,0,0,0,0,0,0,21.824230387288974
9185-TQCVP,14,1,85.15,1139.2,1,0,0,0,0,0,0,0,13.37874339401057
3585-YNADK,57,1,74.6,4368.95,0,1,0,1,0,1,1,0,58.56501340482574
5271-DBYSJ,11,1,79.15,827.7,0,0,1,1,0,0,0,0,10.457359444093493
1099-GODLO,1,1,20.35,20.35,0,0,0,1,1,1,0,1,1.0
6828-HMKWP,12,1,21.05,262.05,0,1,0,1,0,1,0,1,12.448931116389549
5567-WSELE,3,1,94.6,279.55,1,0,0,0,0,0,0,0,2.9550739957716705
1472-TNCWL,36,1,94.7,3512.5,0,0,0,0,0,0,0,0,37.09081309398099
8063-RJYNF,16,1,94.25,1483.25,1,0,0,0,0,0,0,0,15.73740053050398
0687-ZVTHB,65,1,72.45,4653.85,1,0,1,1,0,1,1,0,64.23533471359559
2080-GKCWQ,2,1,74.95,151.75,0,0,0,0,0,0,0,0,2.0246831220813877
9661-ACXBS,42,1,105.2,4400.75,1,0,0,0,0,0,0,0,41.83222433460076
2193-SFWQW,72,1,111.95,8033.1,0,1,0,1,0,1,0,1,71.75614113443501
5656-JAMLX,62,1,19.85,1253.65,0,1,0,1,0,1,0,1,63.15617128463476
3462-BJQQA,6,1,89.75,552.65,0,0,0,0,0,0,0,0,6.157660167130919
0442-TDYUO,48,1,20.05,1036.0,0,0,0,1,1,1,0,1,51.67082294264339
6733-LRIZX,35,1,108.95,4025.5,0,0,0,0,0,1,0,1,36.94814134924277
9503-XJUME,52,1,19.65,928.4,0,0,1,1,0,1,1,0,47.24681933842239
4367-NHWMM,1,0,24.9,24.9,0,0,0,1,1,0,0,0,1.0
3727-RJMEO,6,1,82.85,460.25,1,0,0,0,0,0,0,0,5.55522027761014
3779-OSWCF,71,1,93.2,6506.15,0,0,1,1,0,1,0,1,69.80847639484978
6736-DHUQI,67,1,84.8,5598.3,0,1,0,1,0,1,1,0,66.01768867924528
3915-ODIYG,60,1,71.75,4374.55,0,0,0,0,0,1,1,0,60.96933797909408
1360-RCYRT,23,0,30.35,678.75,0,1,0,1,0,0,0,0,22.364085667215814
2724-FJDYW,39,0,54.85,2191.7,0,1,0,1,0,1,1,0,39.958067456700086
4451-RWASJ,15,1,19.5,239.75,0,0,0,1,1,1,1,0,12.294871794871796
6646-VRFOL,53,1,103.85,5485.5,1,0,0,0,0,0,0,0,52.821376986037556
3460-TJBWI,24,1,24.2,609.05,0,0,0,1,1,1,0,1,25.167355371900825
5917-HBSDW,37,1,19.35,683.75,0,0,0,0,0,0,0,0,35.33591731266149
5685-IIXLY,5,1,83.6,404.2,1,0,0,0,0,0,0,0,4.8349282296650715
5671-UUNXD,50,1,100.65,5189.75,0,0,0,0,0,1,1,0,51.562344759066065
0956-ACVZC,54,1,94.1,5060.9,0,0,1,1,0,1,1,0,53.782146652497346
2325-NBPZG,3,1,74.55,233.65,0,0,0,0,0,0,0,0,3.1341381623071767
4250-ZBWLV,68,1,108.45,7176.55,1,0,0,0,0,1,1,0,66.17381281696635
4482-FTFFX,5,1,56.15,291.45,0,0,0,0,0,0,0,0,5.190560997328584
8859-DZTGQ,33,1,20.35,689.75,0,0,0,1,1,1,0,1,33.894348894348894
0440-MOGPM,41,1,80.55,3263.9,0,0,0,0,0,1,1,0,40.52017380509001
0020-JDNXP,34,0,61.25,1993.2,0,0,0,1,1,1,1,0,32.542040816326534
3752-CQSJI,13,1,20.45,254.5,0,0,0,1,1,0,0,0,12.444987775061126
5025-GOOKI,20,1,18.9,347.65,0,0,1,1,0,0,0,0,18.394179894179896
4698-KVLLG,51,1,19.6,967.9,0,0,1,1,0,1,0,1,49.38265306122449
5095-AESKG,3,1,91.5,242.95,1,0,1,1,0,0,0,0,2.655191256830601
2887-JPYLU,41,1,45.2,1841.9,0,1,0,1,0,0,0,0,40.75
4770-QAZXN,13,1,19.45,232.1,0,0,1,1,0,0,0,0,11.933161953727506
4896-CPRPF,35,1,25.45,809.25,0,1,0,1,0,1,0,1,31.797642436149314
1871-MOWRM,12,1,80.85,866.45,1,1,0,1,0,0,0,0,10.716759431045146
9714-EDSUC,4,1,94.9,360.55,0,0,0,1,1,0,0,0,3.799262381454162
2027-OAQQC,43,0,49.05,2076.2,1,1,0,1,0,0,0,0,42.328236493374106
0282-NVSJS,12,0,29.3,355.9,0,0,0,1,1,0,0,0,12.146757679180887
9090-SGQXL,68,1,105.3,7299.65,1,0,0,0,0,0,0,0,69.32241215574548
6595-YGXIT,25,1,88.95,2291.2,1,0,0,0,0,0,0,0,25.75829117481731
7353-YOWFP,7,1,20.25,129.15,0,0,0,1,1,1,1,0,6.377777777777778
9835-ZIITK,66,1,110.85,7491.75,1,0,0,0,0,1,1,0,67.58457374830853
8008-ESFLK,53,1,110.5,5835.5,0,0,0,0,0,1,1,0,52.80995475113122
7537-CBQUZ,63,1,109.4,7031.45,0,1,0,1,0,0,0,0,64.27285191956123
1555-DJEQW,70,1,114.2,7723.9,1,1,0,1,0,1,0,1,67.63485113835377
5649-TJHOV,27,0,36.5,1032.0,1,1,0,1,0,0,0,0,28.273972602739725
0519-XUZJU,1,1,70.75,70.75,1,0,0,1,1,0,0,0,1.0
3363-EWLGO,5,1,19.95,109.6,0,0,0,1,1,0,0,0,5.493734335839599
4750-UKWJK,37,1,19.6,727.8,0,0,0,1,1,1,1,0,37.13265306122449
6338-AVWCY,3,0,40.15,130.75,1,0,0,1,1,0,0,0,3.25653798256538
1689-YQBYY,12,1,76.6,893.0,0,0,0,0,0,0,0,0,11.657963446475197
4487-ZYJZK,38,1,19.6,763.1,0,0,1,1,0,1,1,0,38.933673469387756
2959-FENLU,9,1,85.3,781.4,0,0,1,1,0,0,0,0,9.160609613130129
0708-LGSMF,13,1,65.85,902.25,0,0,0,0,0,0,0,0,13.701594533029613
9253-QXKBE,29,1,94.45,2653.65,1,0,0,0,0,0,0,0,28.095817893065114
7634-HLQJR,47,1,20.05,1016.7,0,0,1,1,0,1,0,1,50.70822942643392
0487-RPVUM,61,1,99.4,5943.65,0,1,0,1,0,0,0,0,59.79527162977867
4079-ULGFR,16,1,20.0,275.7,0,0,0,1,1,0,0,0,13.785
2516-XSJKX,41,1,78.45,3126.45,0,0,0,0,0,1,0,1,39.85277246653919
0057-QBUQH,43,1,25.1,1070.15,0,0,0,0,0,1,0,1,42.635458167330675
9445-SZLCH,36,1,97.35,3457.9,1,1,0,1,0,0,0,0,35.52028762198254
6599-SFQVE,6,1,55.0,340.4,0,0,0,0,0,0,0,0,6.1890909090909085
8331-ZXFOE,58,1,71.1,4299.2,0,0,1,1,0,1,1,0,60.466947960618846
4003-FUSHP,19,1,61.55,1093.2,0,0,1,1,0,0,0,0,17.761169780666126
0356-ERHVT,11,1,45.9,521.9,0,1,0,1,0,0,0,0,11.37037037037037
7325-ENZFI,39,0,40.3,1630.4,0,1,0,1,0,1,1,0,40.45657568238214
4884-ZTHVF,8,1,87.1,713.6,0,0,0,0,0,0,0,0,8.192881745120552
3920-HIHMQ,26,1,49.5,1265.65,0,0,0,1,1,0,0,0,25.56868686868687
3055-OYMSE,53,1,73.8,4003.85,0,0,1,1,0,0,0,0,54.25271002710027
0613-WUXUM,70,1,19.2,1401.4,0,0,0,1,1,1,0,1,72.98958333333334
7568-PODML,1,0,45.3,45.3,1,0,0,1,1,0,0,0,1.0
4458-KVRBJ,59,1,25.0,1510.5,0,0,0,1,1,1,0,1,60.42
5349-IECLD,2,1,94.95,178.1,1,0,0,0,0,0,0,0,1.875724065297525
1397-XKKWR,7,0,35.3,264.8,0,0,0,1,1,1,1,0,7.501416430594902
3945-GFWQL,12,1,44.55,480.6,1,0,0,0,0,0,0,0,10.787878787878789
8097-OMULG,59,1,76.75,4541.9,0,0,1,1,0,1,1,0,59.17785016286644
6013-BHCAW,61,1,81.0,4976.15,0,1,0,1,0,1,0,1,61.43395061728395
0401-WDBXM,72,1,105.55,7542.25,0,1,0,1,0,1,0,1,71.45665561345334
3387-PLKUI,13,1,18.8,251.25,0,0,0,1,1,0,0,0,13.36436170212766
6096-EGVTU,64,1,24.9,1595.5,0,0,0,1,1,1,1,0,64.07630522088354
3797-VTIDR,1,0,23.45,23.45,1,0,0,0,0,0,0,0,1.0
5081-NWSUP,10,1,64.9,685.55,0,0,0,1,1,1,1,0,10.56317411402157
2580-ATZSQ,65,1,61.35,3874.1,0,1,0,1,0,1,1,0,63.147514262428686
8085-MSNLK,62,1,113.95,6891.4,0,0,0,1,1,1,0,1,60.477402369460286
9691-HKOVS,55,1,90.15,4916.95,0,0,0,0,0,1,1,0,54.541874653355514
9881-VCZEP,25,1,54.1,1373.0,0,0,0,0,0,0,0,0,25.378927911275415
9526-BIHHD,1,0,29.7,29.7,1,0,0,1,1,0,0,0,1.0
8757-TFHHJ,1,1,49.8,49.8,0,0,1,1,0,0,0,0,1.0
4523-WXCEF,59,1,101.1,6039.9,1,0,0,0,0,0,0,0,59.74183976261128
1468-DEFNC,64,1,24.4,1548.65,0,1,0,1,0,1,0,1,63.469262295081975
5119-KEPFY,36,1,95.0,3440.25,0,1,0,1,0,0,0,0,36.213157894736845
8364-TRMMK,3,1,50.65,151.3,1,0,0,1,1,0,0,0,2.987166831194472
0916-KNFAJ,61,1,69.9,4226.7,0,0,0,1,1,1,0,1,60.46781115879828
8319-QBEHW,26,0,39.95,1023.75,0,1,0,1,0,1,1,0,25.62578222778473
3063-QFSZL,1,1,55.4,55.4,1,0,0,0,0,0,0,0,1.0
8775-LHDJH,1,1,90.6,90.6,1,0,0,0,0,0,0,0,1.0
9625-QNLUX,68,1,103.25,7074.4,0,0,1,1,0,1,0,1,68.51719128329297
3097-NQYSN,2,1,86.85,156.35,1,0,0,1,1,0,0,0,1.8002302820955671
4024-CSNBY,72,1,94.25,6849.75,0,1,0,1,0,1,0,1,72.6763925729443
7110-BDTWG,71,0,47.05,3263.6,0,0,0,0,0,1,0,1,69.36450584484591
7493-GVFIO,57,1,20.55,1252.85,0,0,1,1,0,1,0,1,60.96593673965936
0690-SRQID,4,1,19.65,67.55,0,0,0,1,1,0,0,0,3.4376590330788805
9605-WGJVW,1,1,70.2,70.2,0,0,0,0,0,0,0,0,1.0
9114-DPSIA,72,1,81.0,5750.0,0,0,1,1,0,1,0,1,70.98765432098766
4700-UBQMV,21,1,75.9,1549.75,0,1,0,1,0,1,1,0,20.41831357048748
7711-GQBZC,71,1,24.7,1810.55,0,1,0,1,0,1,0,1,73.30161943319838
3565-UNOCC,29,1,99.05,2952.85,1,1,0,1,0,0,0,0,29.81171125694094
4627-MIHJH,69,1,110.25,7467.55,0,0,1,1,0,1,0,1,67.7328798185941
9795-NREXC,64,1,85.0,5484.4,0,0,1,1,0,1,0,1,64.52235294117646
8573-CGOCC,16,1,19.75,294.9,0,0,1,1,0,0,0,0,14.931645569620253
7356-AYNJP,4,1,23.9,97.5,0,0,0,0,0,1,1,0,4.079497907949791
9249-FXSCK,52,1,111.25,5916.45,1,0,1,1,0,1,1,0,53.18157303370786
5493-SDRDQ,2,1,55.1,113.35,1,0,0,1,1,0,0,0,2.057168784029038
6286-SUUWT,1,1,19.95,19.95,0,0,0,1,1,0,0,0,1.0
4819-HJPIW,18,0,25.15,476.8,0,0,0,1,1,0,0,0,18.958250497017893
8654-DHAOW,2,1,54.15,101.65,0,0,0,1,1,0,0,0,1.8771929824561404
5438-QMDDL,19,1,59.8,1130.85,0,0,0,1,1,0,0,0,18.910535117056856
9812-GHVRI,40,1,83.85,3532.25,0,1,0,1,0,0,0,0,42.12581991651759
5553-AOINX,66,1,104.9,6891.45,0,0,0,0,0,1,1,0,65.6954242135367
1228-ZLNBX,21,1,75.3,1570.7,0,0,0,1,1,0,0,0,20.859229747675965
4226-KKDON,8,1,66.65,520.95,0,0,0,0,0,0,0,0,7.816204051012753
3831-YCPUO,72,1,109.5,7854.9,0,0,1,1,0,1,0,1,71.73424657534247
7445-WMRBW,48,1,73.85,3581.4,0,1,0,1,0,1,1,0,48.49559918754232
3308-DGHKL,69,1,19.3,1447.9,0,1,0,1,0,1,0,1,75.02072538860104
9924-JPRMC,72,1,118.2,8547.15,0,0,0,0,0,1,0,1,72.31091370558376
0080-EMYVY,14,1,51.45,727.85,0,0,1,1,0,1,1,0,14.146744412050534
6218-KNUBD,6,1,59.45,357.6,0,0,0,0,0,0,0,0,6.015138772077376
7337-CINUD,8,1,19.5,159.35,0,1,0,1,0,1,0,1,8.171794871794871
7609-NRNCA,17,1,19.55,280.85,0,0,0,1,1,1,1,0,14.365728900255755
0623-EJQEG,65,1,93.55,6069.25,0,0,0,0,0,1,1,0,64.8770710849813
7153-CHRBV,57,1,59.3,3274.35,0,0,0,1,1,1,1,0,55.21669477234401
0871-URUWO,13,1,102.25,1359.0,1,0,1,1,0,0,0,0,13.290953545232274
9190-MFJLN,19,1,95.9,1777.9,1,0,1,1,0,0,0,0,18.53910323253389
6198-PNNSZ,56,1,109.8,6109.65,0,1,0,1,0,1,1,0,55.643442622950815
3317-VLGQT,14,1,78.1,1122.4,0,0,0,0,0,0,0,0,14.37131882202305
4132-POCZS,52,0,39.9,2020.9,0,0,0,0,0,0,0,0,50.64912280701755
5614-DNZCE,58,1,64.9,3795.45,0,0,1,1,0,1,0,1,58.48151001540831
1095-JUDTC,47,1,95.05,4504.55,1,0,0,0,0,0,0,0,47.39137296159916
3896-RCYYE,67,0,53.4,3579.15,0,0,1,1,0,0,0,0,67.0252808988764
9638-JIQYA,2,0,24.9,49.7,0,0,1,1,0,0,0,0,1.995983935742972
3258-SANFR,6,1,44.7,276.5,0,0,1,1,0,0,0,0,6.185682326621923
3726-TBHQT,71,1,114.0,8175.9,0,1,0,1,0,1,0,1,71.71842105263157
3190-ITQXP,46,1,20.25,890.35,0,1,0,1,0,1,0,1,43.967901234567904
0870-VEMYL,5,1,53.85,259.8,1,0,1,1,0,0,0,0,4.8245125348189415
4833-QTJNO,67,1,83.85,5588.8,0,1,0,1,0,0,0,0,66.65235539654145
3039-MJSLN,3,1,20.2,50.6,0,1,0,1,0,0,0,0,2.504950495049505
0178-CIIKR,3,1,19.95,58.0,0,0,0,1,1,0,0,0,2.9072681704260654
5385-SUIRI,52,1,104.2,5568.35,1,0,0,0,0,0,0,0,53.439059500959694
3982-XWFZQ,42,1,50.25,2203.65,1,0,0,0,0,0,0,0,43.853731343283584
5774-QPLTF,50,1,20.35,938.95,0,0,0,1,1,1,1,0,46.140049140049136
2322-VCZHZ,23,1,90.0,2024.1,0,0,0,0,0,0,0,0,22.49
5010-IPEAQ,67,0,54.2,3623.95,0,0,1,1,0,1,0,1,66.86254612546125
4009-ALQFH,25,1,99.5,2369.05,1,0,0,0,0,0,0,0,23.809547738693468
6383-ZTSIW,39,1,99.1,3877.95,0,0,0,1,1,1,1,0,39.131685166498485
8990-YOZLV,69,1,66.9,4577.9,0,0,0,1,1,1,0,1,68.42899850523168
3069-SSVSN,1,0,25.85,25.85,0,0,0,1,1,1,1,0,1.0
5222-IMUKT,32,1,91.05,2871.5,0,0,0,0,0,0,0,0,31.537616694124107
3627-FCRDW,9,1,71.0,672.55,1,0,0,0,0,0,0,0,9.472535211267605
7562-GSUHK,16,1,93.2,1573.7,1,0,1,1,0,0,0,0,16.88519313304721
6685-XSHHU,60,1,20.95,1270.55,0,1,0,1,0,1,0,1,60.646778042959426
8901-UPRHR,72,1,109.2,7711.45,0,1,0,1,0,1,0,1,70.61767399267399
4903-UYAVB,5,1,19.35,126.05,1,0,0,1,1,0,0,0,6.514211886304909
0118-JPNOY,26,1,85.8,2193.65,0,0,1,1,0,0,0,0,25.567016317016318
6776-TLWOI,3,1,19.85,64.55,1,0,0,1,1,0,0,0,3.2518891687657425
3845-FXCYS,2,1,19.65,31.2,0,0,0,0,0,0,0,0,1.5877862595419847
5857-XRECV,2,1,20.5,38.25,0,1,0,1,0,1,1,0,1.8658536585365855
0725-CXOTM,36,1,89.65,3348.1,0,0,1,1,0,1,1,0,37.34634690462911
4343-EJVQB,7,1,74.35,533.6,0,0,0,1,1,0,0,0,7.1768661735037
9000-PLFUZ,60,0,49.45,2907.55,0,0,1,1,0,1,0,1,58.79777553083923
3427-GGZZI,19,1,89.1,1620.8,0,0,0,0,0,0,0,0,18.190796857463525
7779-ORAEL,45,1,75.15,3480.35,0,0,1,1,0,1,0,1,46.312042581503654
0644-OQMDK,4,1,70.65,293.85,0,0,0,0,0,0,0,0,4.159235668789809
4077-CROMM,31,1,104.2,3243.45,1,0,0,0,0,0,0,0,31.12715930902111
3154-CFSZG,47,1,90.05,4137.2,0,0,0,0,0,0,0,0,45.943364797334816
2868-MZAGQ,1,1,79.25,79.25,1,0,0,0,0,0,0,0,1.0
4847-QNOKA,1,1,44.9,44.9,1,1,0,1,0,0,0,0,1.0
2220-IAHLS,1,1,19.4,19.4,0,0,1,1,0,0,0,0,1.0
1658-XUHBX,59,1,88.75,5348.65,0,0,1,1,0,0,0,0,60.266478873239436
6379-RXJRQ,10,1,70.1,659.65,1,0,0,0,0,0,0,0,9.41012838801712
2378-HTWFW,35,1,91.0,3180.5,0,0,1,1,0,0,0,0,34.95054945054945
8650-RHRKE,4,0,29.65,118.5,1,0,0,0,0,0,0,0,3.996627318718381
4377-VDHYI,32,1,90.8,3023.85,0,0,0,0,0,1,1,0,33.3023127753304
0475-RIJEP,43,1,77.85,3365.85,1,0,0,0,0,0,0,0,43.23506743737958
1260-TTRXI,4,1,54.3,195.3,1,0,0,0,0,0,0,0,3.5966850828729284
3719-TDVQB,54,1,18.95,1031.1,0,0,0,1,1,1,0,1,54.41160949868073
6328-ZPBGN,11,1,95.15,997.65,1,1,0,1,0,0,0,0,10.485023646873357
0201-MIBOL,66,1,102.4,6471.85,0,1,0,1,0,1,0,1,63.20166015625
4937-QPZPO,61,1,99.9,6241.35,0,0,0,0,0,1,1,0,62.47597597597598
2925-VDZHY,72,1,88.7,6501.35,0,0,1,1,0,1,0,1,73.29594137542277
6981-TDRFT,44,0,54.3,2317.1,0,0,0,0,0,1,1,0,42.67219152854512
3413-CSSTH,41,1,55.7,2237.55,0,1,0,1,0,0,0,0,40.17145421903052
8033-VCZGH,50,1,103.95,5231.3,0,0,0,0,0,1,1,0,50.32515632515633
4789-KWMXN,47,1,110.85,5275.8,1,0,1,1,0,1,1,0,47.594046008119086
0224-NIJLP,8,1,20.15,165.5,0,0,0,1,1,1,0,1,8.213399503722085
7542-CYDDM,18,1,20.05,358.5,0,0,0,1,1,0,0,0,17.880299251870323
4718-WXBGI,72,1,91.95,6614.9,0,0,1,1,0,1,0,1,71.94018488308863
2867-UIMSS,1,1,80.5,80.5,1,0,0,0,0,0,0,0,1.0
8495-PRWFH,42,1,55.65,2421.75,0,0,0,0,0,0,0,0,43.517520215633425
0439-IFYUN,18,1,74.7,1294.6,0,0,0,0,0,0,0,0,17.33065595716198
5716-LIBJC,13,1,104.15,1299.1,0,0,1,1,0,1,1,0,12.473355736917906
2868-LLSKM,68,1,83.65,5733.4,0,1,0,1,0,1,1,0,68.54034668260608
8111-RKSPX,4,1,72.2,305.55,1,1,0,1,0,0,0,0,4.231994459833795
2988-QRAJY,69,1,110.05,7430.75,0,0,1,1,0,1,0,1,67.52158109950022
1585-MQSSU,17,1,51.5,900.5,1,0,0,1,1,0,0,0,17.485436893203882
0071-NDAFP,25,1,25.5,630.6,0,0,1,1,0,1,0,1,24.729411764705883
2856-NNASM,43,1,89.55,3856.75,1,0,0,1,1,0,0,0,43.06811836962591
7328-ZJAJO,59,1,19.5,1222.65,0,0,1,1,0,1,0,1,62.7
6458-CYIDZ,5,1,80.7,374.8,0,0,0,0,0,0,0,0,4.644361833952912
8559-CIZFV,21,1,77.5,1625.0,1,0,0,1,1,1,1,0,20.967741935483872
1090-PYKCI,69,1,105.1,7234.8,0,0,1,1,0,1,1,0,68.837297811608
3058-WQDRE,13,0,25.15,331.85,0,1,0,1,0,0,0,0,13.194831013916502
7547-EKNFS,42,1,95.25,3959.35,1,1,0,1,0,0,0,0,41.56797900262467
2279-AXJJK,52,1,95.65,5088.4,0,0,1,1,0,0,0,0,53.19811813904861
6769-DYBQN,46,1,85.0,3969.4,1,0,0,0,0,0,0,0,46.69882352941177
0909-SELIE,61,1,80.8,4860.85,0,1,0,1,0,1,0,1,60.159034653465355
3417-TSCIC,29,0,24.85,788.05,0,0,0,1,1,1,1,0,31.7122736418511
1042-HFUCW,25,1,54.75,1266.35,0,0,1,1,0,1,1,0,23.129680365296803
4439-JMPMT,5,1,85.75,470.95,1,0,0,0,0,0,0,0,5.4921282798833815
6537-OTKMY,15,0,50.75,688.2,0,0,0,0,0,1,1,0,13.560591133004927
8999-EXMNO,19,1,20.15,387.7,0,0,0,1,1,1,0,1,19.240694789081886
