tenure,PhoneService,MonthlyCharges,TotalCharges,Churn,TotalCharges_to_MonthlyCharges_ratio,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,Contract_Month-to-month,Contract_One year,Contract_Two year
6,1,19.7,129.55,0,6.576142131979696,0,1,1,0,0,0,0
13,0,31.05,347.25,1,11.183574879227052,0,0,0,0,0,0,0
11,1,51.0,581.7,0,11.405882352941177,1,0,1,0,0,0,0
7,1,51.0,354.05,1,6.942156862745098,0,0,1,1,0,0,0
10,1,88.85,929.45,0,10.460889138998311,0,0,0,0,0,0,0
34,1,20.05,679.0,0,33.86533665835411,0,1,1,0,1,0,1
62,1,65.1,3846.75,0,59.08986175115208,0,0,1,1,1,0,1
64,1,70.15,4480.7,0,63.87312900926585,0,0,1,1,1,1,0
1,1,44.35,44.35,1,1.0,1,0,1,0,0,0,0
25,1,20.75,499.4,0,24.06746987951807,0,0,1,1,1,0,1
26,1,56.05,1553.2,0,27.71097234611954,0,0,1,1,1,1,0
10,1,19.95,219.5,0,11.00250626566416,1,0,1,0,1,1,0
53,1,98.6,5311.85,0,53.87271805273834,0,0,1,1,1,1,0
7,1,79.7,586.05,1,7.353199498117942,0,0,0,0,0,0,0
33,1,79.0,2576.8,0,32.617721518987345,0,1,1,0,0,0,0
71,1,89.45,6435.25,0,71.94242593627725,0,1,1,0,1,0,1
29,1,74.2,1993.25,0,26.86320754716981,0,0,0,0,0,0,0
24,1,81.0,1923.85,0,23.751234567901232,1,0,1,0,0,0,0
20,1,49.6,939.8,0,18.94758064516129,0,0,0,0,0,0,0
1,1,84.6,84.6,0,1.0,0,0,0,0,0,0,0
54,1,55.0,3092.65,1,56.23,0,1,1,0,0,0,0
5,1,84.85,415.55,1,4.897466116676489,0,0,1,1,0,0,0
72,1,84.2,5986.55,0,71.09916864608076,1,0,1,0,1,0,1
52,1,106.3,5487.0,0,51.61806208842898,0,0,0,0,1,0,1
9,1,69.05,651.5,0,9.43519188993483,0,0,0,0,0,0,0
1,1,45.4,45.4,0,1.0,0,0,1,1,0,0,0
1,1,73.65,73.65,1,1.0,0,0,0,0,0,0,0
33,1,73.9,2405.05,1,32.5446549391069,0,0,1,1,1,1,0
55,1,77.75,4458.15,1,57.33954983922829,0,0,0,0,0,0,0
69,1,99.35,6856.45,0,69.01308505284348,0,0,0,0,1,0,1
1,1,50.75,50.75,0,1.0,0,0,1,1,0,0,0
54,1,87.1,4735.2,0,54.36509758897819,1,0,1,0,1,0,1
33,1,20.15,682.15,0,33.85359801488834,0,0,1,1,1,1,0
45,1,98.7,4525.8,0,45.85410334346505,1,0,1,0,1,1,0
11,0,25.2,321.05,0,12.740079365079366,0,0,0,0,0,0,0
6,1,55.7,335.65,0,6.026032315978456,1,0,1,0,0,0,0
21,1,65.35,1424.4,0,21.796480489671005,1,0,1,0,0,0,0
65,1,25.3,1748.55,0,69.11264822134387,1,0,1,0,1,0,1
6,1,84.35,474.9,1,5.630112625963249,0,0,0,0,0,0,0
8,1,84.95,668.4,1,7.868157739846969,0,0,0,0,0,0,0
11,1,73.85,926.25,1,12.542315504400811,0,0,0,0,0,0,0
43,1,24.25,1077.95,0,44.45154639175258,0,0,1,1,1,0,1
49,0,51.8,2541.25,1,49.05888030888031,1,0,1,0,1,1,0
1,1,46.0,46.0,1,1.0,0,0,0,0,0,0,0
15,1,79.4,1156.1,1,14.560453400503777,0,0,0,0,0,0,0
60,1,60.5,3694.45,0,61.06528925619834,1,0,1,0,1,0,1
17,0,25.1,382.8,0,15.250996015936254,0,1,1,0,0,0,0
16,1,71.8,1167.8,1,16.264623955431755,1,0,1,0,0,0,0
35,1,20.05,746.75,0,37.24438902743142,1,0,1,0,1,1,0
44,1,88.4,3912.9,1,44.26357466063348,0,0,1,1,1,1,0
12,0,30.25,368.85,0,12.193388429752067,0,1,1,0,1,1,0
1,1,20.2,20.2,0,1.0,0,0,1,1,0,0,0
28,1,59.9,1654.7,0,27.62437395659433,0,0,0,0,1,1,0
70,1,25.15,1940.85,0,77.17097415506959,1,0,1,0,1,0,1
5,1,46.0,221.7,1,4.819565217391304,0,0,1,1,0,0,0
18,1,101.3,1794.65,0,17.716189536031592,0,1,1,0,0,0,0
70,1,76.95,5289.8,0,68.74333983105913,0,1,1,0,1,0,1
9,1,55.3,501.2,0,9.063291139240508,0,0,1,1,0,0,0
67,1,92.45,6140.85,0,66.42347214710655,1,0,1,0,1,0,1
1,1,48.45,48.45,0,1.0,1,0,1,0,0,0,0
18,1,19.35,309.25,0,15.98191214470284,0,0,1,1,1,0,1
4,1,51.75,201.1,1,3.885990338164251,0,1,1,0,0,0,0
71,1,86.7,6179.35,0,71.27277970011534,1,0,1,0,1,1,0
30,1,94.4,2838.7,1,30.070974576271183,0,0,0,0,0,0,0
1,1,55.7,55.7,0,1.0,0,0,1,1,0,0,0
55,1,84.25,4589.85,0,54.47893175074184,0,1,1,0,1,1,0
59,1,64.65,3735.45,0,57.77958236658932,0,0,0,0,0,0,0
1,1,70.15,70.15,1,1.0,0,0,1,1,0,0,0
7,1,69.2,477.55,0,6.901011560693641,1,0,1,0,0,0,0
45,1,54.65,2553.7,0,46.72827081427264,1,0,1,0,1,0,1
54,1,24.75,1342.15,0,54.22828282828283,1,0,1,0,1,1,0
51,1,23.95,1216.35,0,50.78705636743215,0,0,1,1,1,1,0
72,1,105.0,7578.05,0,72.17190476190477,0,1,1,0,1,1,0
44,1,59.85,2603.95,0,43.507936507936506,1,0,1,0,1,1,0
2,1,20.05,42.7,0,2.1296758104738154,0,0,1,1,0,0,0
66,1,92.15,6056.9,0,65.72870320130221,1,0,1,0,1,1,0
68,0,44.8,2983.65,0,66.59933035714286,0,0,1,1,1,1,0
31,1,20.9,689.35,0,32.98325358851675,0,1,1,0,1,0,1
21,1,95.4,2025.1,0,21.22746331236897,1,0,1,0,0,0,0
21,1,80.35,1747.2,0,21.74486621032981,0,0,0,0,0,0,0
55,1,85.1,4657.95,0,54.73501762632198,1,0,1,0,1,0,1
9,0,34.7,296.1,1,8.53314121037464,0,1,1,0,0,0,0
71,1,115.05,8016.6,0,69.67926988265972,1,0,1,0,1,0,1
1,1,81.1,81.1,1,1.0,0,0,0,0,0,0,0
22,1,19.95,433.5,0,21.72932330827068,0,0,1,1,1,1,0
1,1,20.55,20.55,1,1.0,0,0,1,1,0,0,0
61,1,106.6,6428.4,1,60.30393996247655,0,0,0,0,1,0,1
67,1,86.15,5883.85,0,68.29773650609403,1,0,1,0,1,0,1
14,1,78.85,1043.8,0,13.237793278376666,0,0,0,0,0,0,0
59,1,106.75,6252.9,1,58.5751756440281,0,0,0,0,0,0,0
21,1,86.55,1857.25,0,21.458694396302715,1,0,1,0,0,0,0
4,0,42.4,146.4,0,3.4528301886792456,0,0,1,1,0,0,0
3,1,89.45,240.45,1,2.688093907210732,0,0,0,0,0,0,0
70,1,24.25,1724.15,0,71.09896907216495,1,0,1,0,1,0,1
3,1,97.9,315.3,1,3.2206332992849847,0,0,0,0,0,0,0
21,1,20.5,429.55,0,20.953658536585365,1,0,1,0,1,1,0
20,1,19.6,356.15,0,18.170918367346932,0,1,1,0,0,0,0
22,1,20.25,488.25,0,24.11111111111111,1,0,1,0,1,1,0
1,1,55.7,55.7,1,1.0,0,0,1,1,0,0,0
63,1,20.6,1298.7,0,63.043689320388346,0,0,1,1,1,0,1
70,1,19.8,1378.75,0,69.63383838383838,1,0,1,0,1,0,1
13,1,79.8,973.45,1,12.198621553884712,0,0,0,0,0,0,0
5,1,80.2,384.25,0,4.791147132169576,0,0,0,0,0,0,0
72,1,116.4,8543.25,0,73.39561855670102,0,1,1,0,1,0,1
13,0,31.65,389.95,0,12.320695102685624,0,0,0,0,0,0,0
61,1,94.15,5731.85,0,60.879978757302176,0,1,1,0,0,0,0
1,1,20.65,20.65,0,1.0,0,0,0,0,0,0,0
56,1,76.85,4275.75,0,55.63760572543917,1,0,1,0,0,0,0
4,1,20.15,84.5,0,4.193548387096775,0,0,1,1,0,0,0
35,1,55.25,1924.1,0,34.825339366515834,0,0,1,1,1,0,1
18,0,39.05,669.85,1,17.153649167733676,0,0,0,0,0,0,0
72,1,82.15,5784.3,0,70.41144248326232,1,0,1,0,1,0,1
49,1,103.0,5166.2,0,50.15728155339806,1,0,1,0,1,1,0
44,1,95.1,4060.55,0,42.697686645636175,0,1,1,0,0,0,0
3,1,83.9,267.4,1,3.187127532777115,0,0,1,1,0,0,0
37,1,95.15,3532.85,0,37.12926957435628,0,0,0,0,0,0,0
61,1,79.8,4914.8,0,61.5889724310777,0,0,0,0,1,1,0
70,1,74.8,5315.8,0,71.0668449197861,0,1,1,0,1,0,1
1,1,69.85,69.85,1,1.0,0,0,0,0,0,0,0
41,1,20.45,775.6,0,37.92665036674817,0,0,0,0,0,0,0
70,1,78.35,5445.95,0,69.50797702616465,1,0,1,0,1,1,0
1,1,53.55,53.55,1,1.0,0,0,1,1,0,0,0
51,1,19.1,1007.8,0,52.764397905759154,0,0,0,0,1,1,0
42,1,20.0,833.55,0,41.6775,0,0,1,1,1,0,1
70,1,93.9,6579.05,1,70.06443024494142,1,0,1,0,1,0,1
48,1,19.95,1004.5,0,50.35087719298246,1,0,1,0,1,1,0
68,1,113.15,7856.0,1,69.42996022978348,0,0,0,0,1,0,1
48,1,24.0,1183.05,0,49.29375,0,1,1,0,1,0,1
26,1,84.95,2169.75,1,25.541494997057093,0,0,0,0,0,0,0
11,1,80.5,896.9,1,11.1416149068323,1,0,1,0,0,0,0
1,1,19.3,19.3,1,1.0,0,0,1,1,0,0,0
27,1,19.15,501.35,0,26.18015665796345,0,0,1,1,1,1,0
46,1,91.3,4126.35,0,45.19550930996715,1,0,1,0,1,1,0
1,1,49.65,49.65,1,1.0,0,0,1,1,0,0,0
46,1,54.35,2460.15,1,45.26494940202392,0,1,1,0,1,0,1
25,1,19.15,477.6,0,24.939947780678853,0,0,1,1,0,0,0
4,1,88.45,370.65,1,4.190503109101186,0,0,0,0,0,0,0
13,1,19.75,265.75,0,13.455696202531646,0,0,1,1,1,0,1
31,1,75.5,2424.45,0,32.111920529801324,0,1,1,0,1,1,0
23,1,83.75,1849.95,0,22.0889552238806,0,0,0,0,0,0,0
2,1,19.4,61.05,0,3.1469072164948453,0,0,1,1,0,0,0
65,1,26.5,1698.55,0,64.09622641509434,1,0,1,0,1,0,1
22,1,90.5,1910.6,1,21.11160220994475,1,0,1,0,0,0,0
55,1,19.15,998.1,0,52.1201044386423,0,1,1,0,1,1,0
9,1,94.85,890.6,1,9.389562467053242,0,0,1,1,0,0,0
7,1,69.95,529.5,1,7.569692637598284,1,0,1,0,0,0,0
35,0,40.9,1383.6,0,33.82885085574572,0,0,1,1,1,1,0
6,1,80.25,493.4,0,6.14828660436137,0,0,1,1,1,0,1
1,1,48.6,48.6,1,1.0,0,1,1,0,0,0,0
17,1,70.8,1207.0,0,17.04802259887006,0,0,0,0,0,0,0
10,1,60.2,563.5,0,9.36046511627907,0,0,1,1,0,0,0
15,1,55.2,864.55,0,15.662137681159418,0,1,1,0,1,1,0
40,0,55.8,2109.35,1,37.80197132616488,0,0,0,0,0,0,0
13,1,54.15,701.05,0,12.946445060018467,1,0,1,0,1,1,0
29,1,80.15,2265.25,1,28.262632563942606,1,0,1,0,0,0,0
3,1,75.5,220.6,1,2.9218543046357617,0,0,0,0,0,0,0
58,1,100.4,5749.8,0,57.26892430278885,1,0,1,0,0,0,0
45,1,62.55,2796.45,0,44.70743405275779,0,1,1,0,1,1,0
72,1,70.45,5165.7,0,73.32434350603265,1,0,1,0,1,0,1
68,1,85.5,5696.6,0,66.62690058479532,1,0,1,0,1,1,0
1,1,20.2,20.2,1,1.0,1,0,1,0,0,0,0
38,1,54.5,2076.05,0,38.09266055045872,0,0,0,0,0,0,0
2,1,20.75,44.2,0,2.130120481927711,0,0,1,1,0,0,0
11,1,20.35,215.25,0,10.577395577395576,0,0,1,1,0,0,0
20,1,91.0,1859.5,0,20.43406593406593,1,0,1,0,1,1,0
72,1,104.8,7470.1,0,71.27958015267176,1,0,1,0,1,0,1
3,1,74.75,229.5,1,3.0702341137123748,0,1,1,0,0,0,0
23,1,104.05,2470.1,1,23.73954829408938,0,0,1,1,0,0,0
40,1,51.1,2092.9,0,40.956947162426616,0,0,0,0,0,0,0
62,1,89.8,5629.55,0,62.68986636971047,1,0,1,0,0,0,0
22,1,20.55,469.85,0,22.86374695863747,0,0,0,0,0,0,0
11,1,64.05,733.95,0,11.459016393442624,1,0,1,0,0,0,0
7,1,74.85,485.25,0,6.482965931863728,0,0,0,0,0,0,0
13,1,96.65,1244.5,1,12.876357992757372,0,0,0,0,0,0,0
1,1,20.05,20.05,1,1.0,0,0,1,1,0,0,0
39,1,103.45,3994.45,1,38.61237312711455,0,0,0,0,0,0,0
3,0,25.0,78.25,0,3.13,0,0,1,1,0,0,0
58,1,20.3,1131.5,0,55.73891625615764,0,1,1,0,1,0,1
6,1,26.35,184.05,0,6.984819734345352,0,0,1,1,0,0,0
1,1,19.9,19.9,1,1.0,0,0,0,0,0,0,0
22,1,54.7,1178.75,0,21.549360146252283,0,0,1,1,0,0,0
14,0,46.35,667.7,1,14.405609492988134,0,0,0,0,0,0,0
64,1,90.25,5629.15,0,62.37285318559557,0,1,1,0,1,1,0
1,1,19.95,19.95,1,1.0,0,0,0,0,0,0,0
6,1,20.65,109.3,0,5.292978208232446,0,0,1,1,0,0,0
1,1,79.6,79.6,1,1.0,0,0,0,0,0,0,0
39,1,25.45,958.45,0,37.66011787819254,1,0,1,0,1,1,0
20,1,19.5,403.15,0,20.674358974358974,0,0,1,1,1,1,0
1,1,75.9,75.9,1,1.0,0,0,0,0,0,0,0
1,1,76.2,76.2,1,1.0,0,0,0,0,0,0,0
64,1,66.15,4392.5,0,66.40211640211639,0,1,1,0,1,1,0
1,1,19.25,19.25,1,1.0,0,0,1,1,0,0,0
46,1,69.1,3168.0,0,45.8465991316932,0,1,1,0,0,0,0
28,0,39.1,1096.6,0,28.046035805626595,0,0,0,0,1,1,0
33,1,20.05,669.45,0,33.38902743142145,0,0,1,1,0,0,0
39,1,59.8,2343.85,0,39.19481605351171,0,0,0,0,1,1,0
42,1,84.3,3588.4,1,42.56702253855279,0,0,0,0,0,0,0
1,1,48.6,48.6,0,1.0,0,0,0,0,0,0,0
7,1,79.0,522.95,1,6.619620253164557,0,0,0,0,0,0,0
70,1,105.35,7511.9,0,71.30422401518747,0,1,1,0,1,0,1
65,1,25.1,1725.0,0,68.72509960159363,1,0,1,0,1,0,1
1,1,49.75,49.75,0,1.0,0,0,0,0,0,0,0
18,1,94.75,1691.9,0,17.85646437994723,0,0,0,0,0,0,0
24,1,93.0,2248.05,0,24.172580645161293,0,0,0,0,0,0,0
63,1,71.9,4479.2,0,62.29763560500695,1,0,1,0,1,0,1
44,1,77.55,3471.1,0,44.75950999355255,0,0,1,1,1,1,0
4,1,19.85,63.0,0,3.1738035264483626,0,0,0,0,0,0,0
1,1,70.25,70.25,1,1.0,0,0,0,0,0,0,0
37,1,95.25,3314.15,0,34.79422572178478,0,0,0,0,0,0,0
10,1,84.6,865.55,1,10.231087470449172,0,1,1,0,0,0,0
34,0,25.05,852.7,0,34.03992015968064,1,0,1,0,0,0,0
35,0,53.15,1930.9,0,36.329256820319856,0,1,1,0,1,1,0
4,1,20.15,91.4,0,4.535980148883375,0,0,0,0,0,0,0
39,1,101.25,3949.15,0,39.00395061728395,0,0,0,0,0,0,0
43,1,100.55,4304.0,0,42.80457483838886,1,0,1,0,1,1,0
17,1,24.1,409.9,1,17.00829875518672,0,0,1,1,0,0,0
61,1,25.3,1554.9,0,61.45849802371541,1,0,1,0,1,0,1
49,1,71.8,3472.05,0,48.35724233983287,0,0,0,0,1,1,0
4,1,19.7,117.8,0,5.979695431472082,0,0,1,1,1,1,0
64,0,49.85,3210.35,0,64.40020060180541,0,0,0,0,1,0,1
3,1,69.6,207.4,0,2.9798850574712645,0,0,1,1,0,0,0
1,1,19.75,19.75,0,1.0,0,0,0,0,0,0,0
40,1,80.8,3132.75,0,38.77165841584159,0,0,0,0,1,1,0
1,1,60.0,60.0,1,1.0,0,0,0,0,0,0,0
8,1,86.55,649.65,1,7.506065857885615,0,0,0,0,0,0,0
1,1,20.85,20.85,1,1.0,0,0,1,1,0,0,0
34,1,64.2,2106.3,0,32.808411214953274,1,0,1,0,1,1,0
1,0,35.0,35.0,0,1.0,0,0,0,0,0,0,0
39,0,50.75,2011.4,1,39.63349753694582,0,0,0,0,0,0,0
58,1,105.5,6205.5,1,58.81990521327014,0,1,1,0,1,1,0
45,1,19.2,903.7,0,47.067708333333336,0,0,0,0,1,0,1
6,1,85.15,503.6,1,5.914268937169701,1,0,1,0,0,0,0
43,1,90.65,3882.3,0,42.82735797021511,0,1,1,0,1,1,0
41,1,20.0,879.8,0,43.99,0,0,1,1,1,0,1
5,1,74.65,383.65,0,5.139316811788345,0,0,0,0,0,0,0
72,0,61.2,4390.25,0,71.73611111111111,0,1,1,0,1,0,1
4,1,19.95,68.2,0,3.4185463659147874,0,0,1,1,1,1,0
9,1,54.8,452.8,0,8.262773722627738,0,0,1,1,0,0,0
72,1,73.45,5329.0,0,72.55275697753574,0,1,1,0,1,0,1
33,1,51.45,1758.9,0,34.1865889212828,0,0,1,1,1,1,0
72,1,80.45,5737.6,0,71.31883157240522,1,0,1,0,1,0,1
22,1,54.2,1152.7,1,21.267527675276757,0,0,0,0,0,0,0
70,1,109.5,7674.55,1,70.08721461187214,0,0,0,0,1,1,0
21,1,104.4,2157.95,1,20.67001915708812,0,0,0,0,0,0,0
15,1,85.3,1219.85,0,14.300703399765531,0,0,0,0,0,0,0
29,1,79.3,2414.55,0,30.44829760403531,0,0,0,0,0,0,0
15,1,76.5,1155.6,0,15.105882352941176,1,0,1,0,0,0,0
71,1,105.1,7548.1,1,71.81826831588964,0,1,1,0,0,0,0
72,1,25.4,1809.35,0,71.23425196850394,1,0,1,0,1,0,1
19,1,86.85,1564.4,0,18.01266551525619,0,0,0,0,0,0,0
1,1,19.65,19.65,0,1.0,0,0,1,1,0,0,0
1,1,75.7,75.7,1,1.0,0,0,0,0,0,0,0
2,1,45.55,84.4,0,1.852908891328211,0,0,0,0,0,0,0
11,1,78.1,864.85,0,11.073623559539053,0,1,1,0,0,0,0
12,1,19.3,228.75,0,11.852331606217616,0,0,1,1,1,1,0
70,1,110.5,7752.05,0,70.15429864253394,0,0,0,0,1,0,1
20,1,90.8,1951.0,1,21.486784140969164,0,0,0,0,0,0,0
23,1,20.3,470.6,0,23.182266009852217,1,0,1,0,0,0,0
49,1,81.35,4060.9,0,49.91886908420406,0,1,1,0,1,0,1
4,1,97.95,384.5,1,3.925472179683512,0,0,0,0,0,0,0
32,1,108.15,3432.9,1,31.742024965325932,0,1,1,0,0,0,0
2,1,55.3,108.65,0,1.964737793851718,0,0,0,0,0,0,0
69,0,56.55,3952.65,0,69.89655172413794,0,1,1,0,1,0,1
6,1,80.5,463.05,1,5.752173913043478,0,1,1,0,0,0,0
24,1,19.7,494.05,0,25.078680203045685,0,0,1,1,1,0,1
32,1,104.05,3416.85,0,32.83853916386353,0,1,1,0,1,1,0
27,1,52.85,1498.65,0,28.35666982024598,1,0,1,0,1,0,1
27,1,104.3,2867.75,1,27.495206136145733,1,0,1,0,0,0,0
58,1,80.65,4807.35,0,59.60756354618723,1,0,1,0,0,0,0
1,1,71.35,71.35,1,1.0,0,0,1,1,0,0,0
18,1,24.65,471.35,0,19.121703853955378,0,1,1,0,1,0,1
47,1,21.3,1041.8,0,48.91079812206572,1,0,1,0,1,0,1
70,1,110.2,7689.8,0,69.78039927404718,0,0,0,0,1,0,1
13,1,89.4,1132.35,1,12.666107382550331,0,0,0,0,0,0,0
36,1,51.05,1815.0,0,35.55337904015671,0,1,1,0,0,0,0
67,1,19.8,1311.3,0,66.22727272727272,0,0,1,1,1,0,1
10,1,19.9,199.45,0,10.022613065326633,0,0,1,1,0,0,0
19,1,87.3,1637.3,0,18.75486827033219,0,0,0,0,0,0,0
71,1,19.85,1326.35,0,66.81863979848866,1,0,1,0,1,0,1
72,1,89.4,6376.55,0,71.32606263982103,0,0,1,1,1,0,1
48,1,20.0,935.9,0,46.795,0,0,1,1,1,0,1
1,1,20.05,20.05,0,1.0,0,0,1,1,0,0,0
18,1,83.25,1611.15,0,19.353153153153155,0,0,0,0,0,0,0
1,1,20.6,20.6,1,1.0,0,0,1,1,0,0,0
67,1,102.9,6989.7,0,67.9271137026239,1,0,1,0,1,0,1
69,0,39.1,2779.5,0,71.08695652173913,0,0,1,1,1,0,1
19,1,99.95,1931.75,1,19.32716358179089,0,0,0,0,0,0,0
72,1,114.5,8331.95,0,72.76812227074237,0,0,1,1,1,0,1
38,1,20.2,735.9,0,36.43069306930693,0,0,1,1,1,0,1
40,1,55.8,2283.3,0,40.91935483870968,0,0,0,0,1,1,0
61,1,24.2,1445.2,0,59.719008264462815,0,0,1,1,1,0,1
10,1,81.0,818.05,1,10.099382716049382,0,1,1,0,0,0,0
32,1,72.8,2333.05,0,32.04739010989012,0,1,1,0,1,1,0
21,1,99.85,1992.55,0,19.955433149724588,0,1,1,0,0,0,0
59,1,99.5,5890.0,0,59.19597989949749,0,0,0,0,1,1,0
13,1,70.15,916.75,1,13.068424803991446,0,0,0,0,0,0,0
47,1,20.25,1029.8,0,50.85432098765432,0,1,1,0,1,0,1
69,1,26.0,1796.55,0,69.09807692307692,1,0,1,0,1,0,1
2,1,19.9,33.7,0,1.6934673366834174,0,1,1,0,0,0,0
22,1,19.05,454.05,0,23.834645669291337,1,0,1,0,0,0,0
15,1,96.5,1392.25,0,14.427461139896373,0,0,0,0,0,0,0
53,1,19.85,1049.6,0,52.87657430730478,0,1,1,0,1,0,1
28,1,25.7,734.6,0,28.58365758754864,0,0,1,1,0,0,0
22,1,20.3,475.1,0,23.40394088669951,0,0,1,1,1,1,0
1,1,70.15,70.15,1,1.0,0,0,1,1,0,0,0
16,1,91.55,1540.05,0,16.82195521572911,0,0,0,0,0,0,0
48,0,39.4,1978.65,0,50.21954314720813,0,0,1,1,1,0,1
30,1,105.7,3181.8,0,30.10217596972564,1,0,1,0,0,0,0
3,1,70.25,229.7,0,3.269750889679715,0,0,0,0,0,0,0
57,1,93.75,5625.55,0,60.00586666666667,0,0,0,0,1,0,1
68,1,96.55,6581.9,1,68.17089590885551,0,1,1,0,1,1,0
23,1,60.0,1347.15,0,22.4525,1,0,1,0,1,1,0
65,1,59.8,3808.2,0,63.68227424749164,0,1,1,0,1,0,1
44,1,90.65,3974.15,0,43.84059569773855,1,0,1,0,1,1,0
71,1,109.0,7661.8,0,70.29174311926606,1,0,1,0,1,0,1
37,1,68.1,2479.25,0,36.40602055800294,0,1,1,0,1,1,0
12,1,20.4,266.6,0,13.068627450980394,0,0,1,1,0,0,0
69,1,81.95,5601.4,0,68.35143380109822,1,0,1,0,1,0,1
35,1,60.55,1982.6,0,32.74318744838976,0,0,0,0,0,0,0
5,1,65.6,339.9,0,5.181402439024391,1,0,1,0,0,0,0
58,1,82.5,4828.05,0,58.52181818181818,1,0,1,0,1,0,1
72,1,82.3,5980.55,0,72.66767922235724,1,0,1,0,1,0,1
72,1,68.15,4808.7,0,70.56052824651503,0,0,1,1,1,0,1
1,1,20.3,20.3,0,1.0,0,1,1,0,0,0,0
39,1,95.55,3692.85,1,38.64835164835165,0,0,0,0,1,1,0
53,1,20.2,1068.15,0,52.878712871287135,0,1,1,0,1,1,0
27,1,89.2,2383.6,0,26.7219730941704,0,0,0,0,0,0,0
1,1,69.65,69.65,1,1.0,0,0,0,0,0,0,0
1,1,89.3,89.3,1,1.0,0,0,0,0,0,0,0
18,1,74.8,1438.05,0,19.225267379679146,0,0,0,0,0,0,0
46,1,20.2,917.45,0,45.41831683168317,0,0,1,1,1,0,1
72,1,84.4,6096.45,0,72.23281990521326,0,1,1,0,1,0,1
36,1,87.55,3078.1,1,35.15819531696174,0,0,0,0,0,0,0
4,0,25.15,99.95,0,3.974155069582505,0,0,0,0,0,0,0
25,1,19.8,475.2,0,24.0,0,1,1,0,1,0,1
40,0,50.85,2036.55,0,40.05014749262536,0,0,0,0,0,0,0
63,1,102.4,6444.05,0,62.93017578125,0,0,0,0,0,0,0
15,1,96.3,1426.75,1,14.815680166147455,0,0,1,1,0,0,0
14,1,55.5,767.55,0,13.82972972972973,0,1,1,0,0,0,0
72,1,109.75,7932.5,0,72.27790432801822,1,0,1,0,1,0,1
39,1,106.4,4040.65,0,37.97603383458647,0,0,0,0,0,0,0
47,0,60.0,2768.65,0,46.14416666666667,0,1,1,0,1,0,1
19,1,88.8,1672.35,0,18.83277027027027,0,1,1,0,0,0,0
5,1,85.2,474.8,1,5.572769953051643,0,0,0,0,0,0,0
13,0,35.1,446.1,1,12.709401709401709,0,0,0,0,0,0,0
17,1,80.05,1345.65,0,16.81011867582761,1,0,1,0,0,0,0
34,1,75.55,2425.4,0,32.10324288550629,0,0,0,0,0,0,0
42,1,49.55,2077.95,0,41.9364278506559,0,0,0,0,0,0,0
5,1,81.3,416.3,1,5.120541205412055,0,0,0,0,0,0,0
71,1,23.9,1663.5,0,69.60251046025105,0,1,1,0,1,0,1
19,1,66.4,1286.05,0,19.368222891566266,1,0,1,0,0,0,0
2,1,19.6,35.85,1,1.8290816326530608,0,0,0,0,0,0,0
57,1,18.8,1094.35,0,58.21010638297872,0,1,1,0,1,0,1
72,1,108.4,7719.5,0,71.21309963099631,0,0,0,0,1,0,1
6,1,85.95,514.6,0,5.987201861547411,0,0,1,1,0,0,0
17,1,85.45,1451.6,1,16.9877121123464,0,0,0,0,0,0,0
61,1,80.9,4932.5,0,60.97033374536464,1,0,1,0,1,0,1
1,1,71.0,71.0,1,1.0,0,0,0,0,0,0,0
48,1,111.8,5443.65,0,48.69096601073345,0,1,1,0,1,0,1
16,1,20.6,330.25,0,16.03155339805825,0,1,1,0,0,0,0
9,1,85.05,746.5,1,8.777189888300999,0,0,0,0,0,0,0
3,1,44.6,122.7,0,2.751121076233184,0,0,0,0,0,0,0
1,1,44.4,44.4,1,1.0,0,0,0,0,0,0,0
65,1,105.1,6631.85,0,63.10038058991437,0,1,1,0,1,0,1
70,1,115.15,8250.0,0,71.6456795484151,0,1,1,0,1,0,1
60,1,59.8,3561.15,0,59.55100334448161,0,0,1,1,1,1,0
69,1,26.3,1763.55,0,67.0551330798479,0,0,0,0,1,1,0
35,1,70.55,2419.0,0,34.28773919206237,0,0,0,0,0,0,0
22,1,20.05,470.2,0,23.45137157107232,0,0,1,1,0,0,0
66,1,79.85,5234.95,0,65.55979962429555,1,0,1,0,1,0,1
1,1,70.3,70.3,1,1.0,0,0,0,0,0,0,0
1,1,79.35,79.35,1,1.0,1,0,1,0,0,0,0
34,1,90.05,3097.0,0,34.39200444197668,0,1,1,0,0,0,0
72,1,24.45,1709.1,0,69.90184049079754,1,0,1,0,1,0,1
31,0,59.95,1848.8,0,30.83903252710592,0,0,0,0,1,1,0
30,1,25.35,723.3,0,28.532544378698223,1,0,1,0,1,1,0
9,1,90.8,809.75,1,8.91795154185022,1,0,1,0,0,0,0
20,1,70.45,1470.95,1,20.879347054648687,0,0,0,0,0,0,0
19,0,34.3,577.15,0,16.8265306122449,0,1,1,0,0,0,0
65,1,105.05,6914.95,0,65.82532127558305,0,0,0,0,0,0,0
30,1,19.3,602.9,0,31.238341968911914,0,0,1,1,1,0,1
6,1,19.15,124.4,0,6.496083550913839,0,0,1,1,1,1,0
2,0,51.4,96.8,0,1.8832684824902723,0,0,0,0,0,0,0
53,1,71.85,3827.9,0,53.27627000695895,0,0,0,0,0,0,0
