tenure,PhoneService,Contract,PaymentMethod,MonthlyCharges,TotalCharges,Churn,TotalCharges_to_MonthlyCharges_ratio,customerID
1,Yes,Month-to-month,Electronic check,79.65,79.65,Yes,1.0,5289
61,Yes,One year,Mailed check,115.1,6993.65,No,60.76151172893137,5290
71,No,Two year,Bank transfer (automatic),59.7,4122.65,No,69.05611390284756,5291
68,Yes,One year,Credit card (automatic),86.45,5762.95,No,66.66223250433777,5292
46,No,One year,Credit card (automatic),33.7,1537.85,No,45.63353115727002,5293
33,Yes,One year,Bank transfer (automatic),80.1,2603.3,No,32.500624219725346,5294
53,Yes,Two year,Bank transfer (automatic),104.05,5566.4,No,53.49735703988467,5295
50,Yes,Month-to-month,Bank transfer (automatic),108.75,5431.9,No,49.94850574712643,5296
57,No,One year,Credit card (automatic),41.1,2258.25,No,54.94525547445255,5297
54,Yes,Two year,Bank transfer (automatic),20.35,1092.35,No,53.67813267813267,5298
60,Yes,Month-to-month,Electronic check,105.9,6401.25,No,60.446175637393765,5299
28,Yes,Month-to-month,Credit card (automatic),101.3,2812.2,Yes,27.761105626850938,5300
1,Yes,Month-to-month,Mailed check,80.05,80.05,Yes,1.0,5301
29,Yes,Month-to-month,Electronic check,89.2,2698.35,Yes,30.25056053811659,5302
10,Yes,Month-to-month,Electronic check,65.5,616.9,No,9.418320610687022,5303
43,No,Month-to-month,Electronic check,40.45,1912.85,No,47.28924598269468,5304
13,Yes,Month-to-month,Bank transfer (automatic),70.45,849.1,No,12.052519517388218,5305
43,Yes,Two year,Electronic check,78.8,3460.3,No,43.912436548223354,5306
19,Yes,Month-to-month,Electronic check,83.65,1465.75,Yes,17.522414823670054,5307
1,Yes,Month-to-month,Electronic check,90.1,90.1,No,1.0,5308
69,Yes,Two year,Credit card (automatic),82.45,5555.3,No,67.37780473013947,5309
61,Yes,Two year,Credit card (automatic),20.25,1278.8,No,63.150617283950616,5310
43,Yes,Month-to-month,Bank transfer (automatic),66.25,2907.35,No,43.88452830188679,5311
6,Yes,Month-to-month,Bank transfer (automatic),19.5,146.3,Yes,7.502564102564103,5312
1,Yes,Month-to-month,Mailed check,51.25,51.25,Yes,1.0,5313
56,Yes,Month-to-month,Mailed check,89.7,4952.95,No,55.21683389074693,5314
70,No,Two year,Bank transfer (automatic),64.55,4504.9,No,69.78931061192874,5315
1,Yes,Month-to-month,Electronic check,45.6,45.6,Yes,1.0,5316
49,Yes,One year,Electronic check,93.65,4520.15,No,48.26641751201281,5317
6,Yes,Month-to-month,Bank transfer (automatic),49.65,267.35,Yes,5.384692849949648,5318
32,Yes,Two year,Mailed check,73.6,2316.85,No,31.478940217391305,5319
72,Yes,Two year,Mailed check,109.75,8075.35,No,73.57949886104784,5320
37,Yes,Two year,Credit card (automatic),61.45,2302.35,No,37.46704637917006,5321
69,Yes,One year,Credit card (automatic),106.4,7251.9,No,68.15695488721803,5322
26,Yes,Month-to-month,Bank transfer (automatic),81.9,2078.55,No,25.37912087912088,5323
58,Yes,One year,Credit card (automatic),105.2,6225.4,No,59.176806083650185,5324
24,Yes,One year,Bank transfer (automatic),54.6,1242.25,No,22.7518315018315,5325
5,Yes,One year,Electronic check,20.55,99.45,No,4.839416058394161,5326
15,Yes,Month-to-month,Electronic check,20.0,288.05,Yes,14.4025,5327
30,Yes,Two year,Mailed check,19.7,599.25,No,30.418781725888326,5328
55,Yes,One year,Credit card (automatic),66.05,3462.1,No,52.41635124905375,5329
25,No,Month-to-month,Bank transfer (automatic),34.0,853.0,Yes,25.08823529411765,5330
10,Yes,Month-to-month,Mailed check,92.5,934.1,Yes,10.098378378378378,5331
44,No,Two year,Credit card (automatic),54.05,2375.2,No,43.94449583718779,5332
47,Yes,One year,Mailed check,58.9,2813.05,No,47.759762308998305,5333
13,Yes,Month-to-month,Electronic check,88.35,1222.8,Yes,13.840407470288625,5334
49,Yes,Two year,Bank transfer (automatic),107.95,5293.2,Yes,49.03381194997684,5335
64,Yes,One year,Mailed check,96.9,6314.35,No,65.16357069143447,5336
1,Yes,Month-to-month,Mailed check,19.1,19.1,No,1.0,5337
20,Yes,Month-to-month,Mailed check,50.0,1003.05,No,20.061,5338
37,No,Two year,Electronic check,45.4,1593.1,No,35.09030837004405,5339
30,Yes,Month-to-month,Electronic check,85.45,2509.95,No,29.373317729666468,5340
38,Yes,One year,Bank transfer (automatic),84.1,3187.65,No,37.90309155766945,5341
1,Yes,Month-to-month,Mailed check,74.45,74.45,Yes,1.0,5342
37,Yes,Month-to-month,Electronic check,64.75,2345.2,Yes,36.21930501930502,5343
52,No,Two year,Credit card (automatic),66.25,3330.1,No,50.265660377358486,5344
71,Yes,Two year,Credit card (automatic),76.9,5522.7,No,71.81664499349804,5345
26,Yes,Month-to-month,Electronic check,89.8,2335.3,Yes,26.005567928730514,5346
66,Yes,Two year,Credit card (automatic),74.6,4798.4,No,64.32171581769437,5347
72,Yes,Two year,Credit card (automatic),116.95,8594.4,No,73.48781530568618,5348
25,No,One year,Credit card (automatic),40.65,970.55,No,23.875768757687577,5349
69,Yes,Two year,Bank transfer (automatic),114.35,7665.8,No,67.0380411018802,5350
53,Yes,Two year,Bank transfer (automatic),69.7,3686.05,No,52.8845050215208,5351
12,Yes,One year,Mailed check,95.5,1115.15,Yes,11.676963350785341,5352
26,Yes,Month-to-month,Electronic check,98.65,2537.0,No,25.717181956411554,5353
21,Yes,Month-to-month,Mailed check,61.65,1393.6,No,22.605028386050282,5354
1,Yes,Month-to-month,Electronic check,89.35,89.35,No,1.0,5355
48,Yes,Month-to-month,Electronic check,95.4,4445.3,No,46.596436058700206,5356
26,No,One year,Credit card (automatic),35.4,978.6,No,27.64406779661017,5357
60,Yes,Two year,Mailed check,19.95,1258.15,No,63.065162907268174,5358
18,Yes,Month-to-month,Mailed check,19.25,331.35,No,17.212987012987014,5359
10,No,Month-to-month,Electronic check,29.65,291.4,Yes,9.827993254637436,5360
5,Yes,Month-to-month,Electronic check,84.5,453.75,Yes,5.3698224852071,5361
4,Yes,One year,Mailed check,20.4,84.75,No,4.154411764705882,5362
65,Yes,Two year,Credit card (automatic),24.75,1715.1,No,69.2969696969697,5363
70,Yes,Two year,Mailed check,25.35,1715.15,No,67.65877712031558,5364
18,Yes,Month-to-month,Credit card (automatic),90.7,1597.25,Yes,17.610253583241455,5365
62,Yes,Two year,Bank transfer (automatic),20.0,1250.1,No,62.504999999999995,5366
66,Yes,Two year,Electronic check,59.75,3996.8,No,66.89205020920502,5367
65,Yes,Two year,Bank transfer (automatic),82.5,5215.1,No,63.21333333333334,5368
3,Yes,Month-to-month,Electronic check,70.3,235.5,Yes,3.349928876244666,5369
34,Yes,Month-to-month,Mailed check,20.35,673.2,No,33.08108108108108,5370
16,Yes,Month-to-month,Bank transfer (automatic),90.8,1442.2,No,15.883259911894275,5371
54,Yes,One year,Bank transfer (automatic),103.95,5639.05,Yes,54.24771524771525,5372
50,Yes,Month-to-month,Electronic check,104.95,5222.35,No,49.760362077179614,5373
71,Yes,Two year,Electronic check,105.25,7291.75,No,69.28028503562945,5374
10,Yes,Month-to-month,Electronic check,74.75,799.65,Yes,10.697658862876255,5375
1,Yes,Month-to-month,Electronic check,50.8,50.8,Yes,1.0,5376
18,Yes,One year,Mailed check,23.75,424.5,No,17.873684210526317,5377
4,Yes,Month-to-month,Electronic check,61.3,249.4,No,4.068515497553018,5378
58,Yes,Two year,Mailed check,75.8,4415.75,No,58.255277044854886,5379
56,Yes,One year,Electronic check,98.0,5270.6,No,53.78163265306123,5380
2,Yes,Month-to-month,Electronic check,80.25,144.55,Yes,1.8012461059190032,5381
32,Yes,Month-to-month,Electronic check,78.9,2447.95,Yes,31.025982256020274,5382
56,No,One year,Mailed check,52.0,2884.9,No,55.478846153846156,5383
36,Yes,Month-to-month,Electronic check,84.75,3050.15,Yes,35.98997050147493,5384
4,Yes,Month-to-month,Mailed check,64.4,253.0,No,3.9285714285714284,5385
53,Yes,Month-to-month,Bank transfer (automatic),85.45,4517.25,Yes,52.8642480983031,5386
10,Yes,Month-to-month,Credit card (automatic),45.8,436.2,No,9.524017467248909,5387
4,No,Month-to-month,Electronic check,30.5,118.4,No,3.8819672131147542,5388
1,Yes,Month-to-month,Mailed check,19.9,19.9,Yes,1.0,5389
51,Yes,Month-to-month,Mailed check,69.15,3649.6,No,52.778018799710765,5390
12,Yes,Month-to-month,Electronic check,99.45,1200.15,Yes,12.06787330316742,5391
6,No,One year,Mailed check,49.25,255.6,No,5.1898477157360405,5392
63,No,Two year,Bank transfer (automatic),39.35,2395.05,No,60.865311308767474,5393
1,Yes,Month-to-month,Electronic check,70.6,70.6,Yes,1.0,5394
48,Yes,Month-to-month,Credit card (automatic),105.1,5083.55,No,48.368696479543296,5395
5,Yes,Month-to-month,Credit card (automatic),81.0,389.6,Yes,4.809876543209877,5396
35,Yes,One year,Credit card (automatic),20.1,644.5,No,32.06467661691542,5397
6,Yes,Month-to-month,Electronic check,84.85,523.5,Yes,6.169711255156158,5398
2,Yes,Month-to-month,Mailed check,19.75,39.3,No,1.989873417721519,5399
50,Yes,One year,Bank transfer (automatic),19.75,989.05,No,50.07848101265822,5400
33,Yes,Month-to-month,Bank transfer (automatic),70.4,2406.1,No,34.17755681818181,5401
31,Yes,Two year,Mailed check,20.45,638.55,No,31.22493887530562,5402
9,Yes,Two year,Mailed check,20.35,191.1,No,9.39066339066339,5403
54,Yes,Month-to-month,Electronic check,86.2,4524.05,No,52.483178654292345,5404
46,Yes,One year,Credit card (automatic),95.65,4664.2,No,48.76319916361735,5405
34,Yes,One year,Electronic check,103.8,3470.8,No,33.4373795761079,5406
71,Yes,Two year,Electronic check,97.2,6910.3,No,71.09362139917695,5407
63,Yes,Two year,Mailed check,63.55,4014.2,No,63.16601101494886,5408
51,Yes,Two year,Bank transfer (automatic),24.95,1288.0,No,51.62324649298597,5409
26,Yes,Month-to-month,Electronic check,89.15,2277.65,Yes,25.548513740886147,5410
64,Yes,Two year,Bank transfer (automatic),99.0,6375.8,No,64.40202020202021,5411
1,No,Month-to-month,Electronic check,24.8,24.8,Yes,1.0,5412
61,Yes,One year,Bank transfer (automatic),85.55,5251.75,No,61.388077147866746,5413
15,Yes,Month-to-month,Credit card (automatic),94.0,1505.45,No,16.015425531914893,5414
64,Yes,One year,Credit card (automatic),105.65,6903.1,Yes,65.3393279697113,5415
18,Yes,Month-to-month,Electronic check,50.3,913.3,No,18.157057654075548,5416
57,Yes,One year,Electronic check,95.0,5535.8,No,58.271578947368425,5417
14,Yes,Two year,Bank transfer (automatic),61.4,815.55,No,13.28257328990228,5418
18,Yes,Month-to-month,Credit card (automatic),80.55,1411.65,No,17.52513966480447,5419
72,Yes,Two year,Bank transfer (automatic),78.5,5602.25,No,71.36624203821655,5420
70,Yes,Two year,Credit card (automatic),114.3,8244.3,No,72.12860892388451,5421
38,Yes,Two year,Mailed check,20.05,741.5,No,36.98254364089775,5422
68,Yes,Two year,Credit card (automatic),62.65,4375.8,No,69.84517158818835,5423
13,Yes,Month-to-month,Electronic check,80.85,1008.7,Yes,12.476190476190478,5424
65,Yes,Two year,Credit card (automatic),92.7,5968.4,No,64.38403451995684,5425
30,Yes,Month-to-month,Electronic check,100.45,3096.9,No,30.83026381284221,5426
51,Yes,Two year,Bank transfer (automatic),75.2,3901.25,No,51.878324468085104,5427
31,Yes,Month-to-month,Credit card (automatic),84.75,2613.4,No,30.836578171091446,5428
9,Yes,Month-to-month,Electronic check,89.45,853.1,Yes,9.537171604248183,5429
72,Yes,Two year,Bank transfer (automatic),79.5,5661.7,No,71.21635220125786,5430
10,Yes,Month-to-month,Credit card (automatic),72.15,794.25,Yes,11.008316008316008,5431
37,Yes,One year,Electronic check,19.8,695.05,No,35.10353535353535,5432
2,Yes,Month-to-month,Electronic check,76.4,160.8,Yes,2.1047120418848166,5433
55,Yes,One year,Mailed check,100.9,5552.05,No,55.02527254707631,5434
33,Yes,Month-to-month,Bank transfer (automatic),95.3,3275.15,No,34.366736621196225,5435
46,Yes,One year,Bank transfer (automatic),90.95,4236.6,No,46.58163826278175,5436
1,Yes,Month-to-month,Electronic check,54.5,54.5,No,1.0,5437
20,Yes,Month-to-month,Mailed check,61.6,1174.35,Yes,19.064123376623375,5438
9,Yes,Month-to-month,Electronic check,79.9,741.7,Yes,9.282853566958698,5439
32,Yes,Month-to-month,Credit card (automatic),96.15,3019.25,Yes,31.401456058242328,5440
19,Yes,Month-to-month,Bank transfer (automatic),49.6,962.9,No,19.413306451612904,5441
70,Yes,Two year,Credit card (automatic),65.3,4759.75,Yes,72.8905053598775,5442
61,Yes,Two year,Credit card (automatic),25.0,1498.35,No,59.934,5443
26,Yes,Month-to-month,Electronic check,45.45,1233.15,No,27.13201320132013,5444
45,Yes,Month-to-month,Bank transfer (automatic),107.75,4882.8,No,45.31600928074246,5445
62,Yes,Two year,Credit card (automatic),89.1,5411.65,No,60.7368125701459,5446
1,Yes,Month-to-month,Mailed check,19.65,19.65,Yes,1.0,5447
3,Yes,Month-to-month,Mailed check,44.75,148.05,No,3.3083798882681568,5448
41,Yes,One year,Bank transfer (automatic),101.6,3930.55,No,38.6865157480315,5449
67,Yes,Two year,Bank transfer (automatic),103.15,6895.5,No,66.84924866698982,5450
1,Yes,Month-to-month,Mailed check,84.65,84.65,Yes,1.0,5451
71,Yes,One year,Mailed check,95.65,6856.95,No,71.68792472556194,5452
37,Yes,One year,Bank transfer (automatic),75.1,2658.8,No,35.40346205059921,5453
60,Yes,Two year,Mailed check,61.35,3766.2,No,61.38875305623471,5454
1,Yes,Month-to-month,Electronic check,69.55,69.55,Yes,1.0,5455
6,Yes,Month-to-month,Credit card (automatic),19.7,129.55,No,6.576142131979696,5456
13,No,Month-to-month,Electronic check,31.05,347.25,Yes,11.183574879227052,5457
11,Yes,Month-to-month,Bank transfer (automatic),51.0,581.7,No,11.405882352941177,5458
7,Yes,Month-to-month,Mailed check,51.0,354.05,Yes,6.942156862745098,5459
10,Yes,Month-to-month,Electronic check,88.85,929.45,No,10.460889138998313,5460
34,Yes,Two year,Credit card (automatic),20.05,679.0,No,33.86533665835411,5461
62,Yes,Two year,Mailed check,65.1,3846.75,No,59.08986175115208,5462
64,Yes,One year,Mailed check,70.15,4480.7,No,63.87312900926585,5463
1,Yes,Month-to-month,Bank transfer (automatic),44.35,44.35,Yes,1.0,5464
25,Yes,Two year,Mailed check,20.75,499.4,No,24.06746987951807,5465
26,Yes,One year,Mailed check,56.05,1553.2,No,27.71097234611954,5466
10,Yes,One year,Bank transfer (automatic),19.95,219.5,No,11.002506265664161,5467
53,Yes,One year,Mailed check,98.6,5311.85,No,53.87271805273834,5468
7,Yes,Month-to-month,Electronic check,79.7,586.05,Yes,7.353199498117942,5469
33,Yes,Month-to-month,Credit card (automatic),79.0,2576.8,No,32.617721518987345,5470
71,Yes,Two year,Credit card (automatic),89.45,6435.25,No,71.94242593627725,5471
29,Yes,Month-to-month,Electronic check,74.2,1993.25,No,26.86320754716981,5472
24,Yes,Month-to-month,Bank transfer (automatic),81.0,1923.85,No,23.751234567901232,5473
20,Yes,Month-to-month,Electronic check,49.6,939.8,No,18.94758064516129,5474
1,Yes,Month-to-month,Electronic check,84.6,84.6,No,1.0,5475
54,Yes,Month-to-month,Credit card (automatic),55.0,3092.65,Yes,56.230000000000004,5476
5,Yes,Month-to-month,Mailed check,84.85,415.55,Yes,4.897466116676489,5477
72,Yes,Two year,Bank transfer (automatic),84.2,5986.55,No,71.09916864608076,5478
52,Yes,Two year,Electronic check,106.3,5487.0,No,51.61806208842898,5479
9,Yes,Month-to-month,Electronic check,69.05,651.5,No,9.43519188993483,5480
1,Yes,Month-to-month,Mailed check,45.4,45.4,No,1.0,5481
1,Yes,Month-to-month,Electronic check,73.65,73.65,Yes,1.0,5482
33,Yes,One year,Mailed check,73.9,2405.05,Yes,32.5446549391069,5483
55,Yes,Month-to-month,Electronic check,77.75,4458.15,Yes,57.33954983922829,5484
69,Yes,Two year,Electronic check,99.35,6856.45,No,69.01308505284348,5485
1,Yes,Month-to-month,Mailed check,50.75,50.75,No,1.0,5486
54,Yes,Two year,Bank transfer (automatic),87.1,4735.2,No,54.36509758897819,5487
33,Yes,One year,Mailed check,20.15,682.15,No,33.85359801488834,5488
45,Yes,One year,Bank transfer (automatic),98.7,4525.8,No,45.85410334346505,5489
11,No,Month-to-month,Electronic check,25.2,321.05,No,12.740079365079366,5490
6,Yes,Month-to-month,Bank transfer (automatic),55.7,335.65,No,6.026032315978456,5491
21,Yes,Month-to-month,Bank transfer (automatic),65.35,1424.4,No,21.796480489671005,5492
65,Yes,Two year,Bank transfer (automatic),25.3,1748.55,No,69.11264822134387,5493
6,Yes,Month-to-month,Electronic check,84.35,474.9,Yes,5.630112625963249,5494
8,Yes,Month-to-month,Electronic check,84.95,668.4,Yes,7.868157739846969,5495
11,Yes,Month-to-month,Electronic check,73.85,926.25,Yes,12.542315504400813,5496
43,Yes,Two year,Mailed check,24.25,1077.95,No,44.45154639175258,5497
49,No,One year,Bank transfer (automatic),51.8,2541.25,Yes,49.05888030888031,5498
1,Yes,Month-to-month,Electronic check,46.0,46.0,Yes,1.0,5499
15,Yes,Month-to-month,Electronic check,79.4,1156.1,Yes,14.560453400503777,5500
60,Yes,Two year,Bank transfer (automatic),60.5,3694.45,No,61.06528925619834,5501
17,No,Month-to-month,Credit card (automatic),25.1,382.8,No,15.250996015936254,5502
16,Yes,Month-to-month,Bank transfer (automatic),71.8,1167.8,Yes,16.264623955431755,5503
35,Yes,One year,Bank transfer (automatic),20.05,746.75,No,37.24438902743142,5504
44,Yes,One year,Mailed check,88.4,3912.9,Yes,44.26357466063348,5505
12,No,One year,Credit card (automatic),30.25,368.85,No,12.193388429752067,5506
1,Yes,Month-to-month,Mailed check,20.2,20.2,No,1.0,5507
28,Yes,One year,Electronic check,59.9,1654.7,No,27.624373956594326,5508
70,Yes,Two year,Bank transfer (automatic),25.15,1940.85,No,77.17097415506959,5509
5,Yes,Month-to-month,Mailed check,46.0,221.7,Yes,4.819565217391304,5510
18,Yes,Month-to-month,Credit card (automatic),101.3,1794.65,No,17.716189536031592,5511
70,Yes,Two year,Credit card (automatic),76.95,5289.8,No,68.74333983105913,5512
9,Yes,Month-to-month,Mailed check,55.3,501.2,No,9.063291139240507,5513
67,Yes,Two year,Bank transfer (automatic),92.45,6140.85,No,66.42347214710655,5514
1,Yes,Month-to-month,Bank transfer (automatic),48.45,48.45,No,1.0,5515
18,Yes,Two year,Mailed check,19.35,309.25,No,15.981912144702841,5516
4,Yes,Month-to-month,Credit card (automatic),51.75,201.1,Yes,3.885990338164251,5517
71,Yes,One year,Bank transfer (automatic),86.7,6179.35,No,71.27277970011534,5518
30,Yes,Month-to-month,Electronic check,94.4,2838.7,Yes,30.070974576271183,5519
1,Yes,Month-to-month,Mailed check,55.7,55.7,No,1.0,5520
55,Yes,One year,Credit card (automatic),84.25,4589.85,No,54.47893175074184,5521
59,Yes,Month-to-month,Electronic check,64.65,3735.45,No,57.77958236658932,5522
1,Yes,Month-to-month,Mailed check,70.15,70.15,Yes,1.0,5523
7,Yes,Month-to-month,Bank transfer (automatic),69.2,477.55,No,6.901011560693641,5524
45,Yes,Two year,Bank transfer (automatic),54.65,2553.7,No,46.72827081427264,5525
54,Yes,One year,Bank transfer (automatic),24.75,1342.15,No,54.22828282828283,5526
51,Yes,One year,Mailed check,23.95,1216.35,No,50.78705636743215,5527
72,Yes,One year,Credit card (automatic),105.0,7578.05,No,72.17190476190477,5528
44,Yes,One year,Bank transfer (automatic),59.85,2603.95,No,43.507936507936506,5529
2,Yes,Month-to-month,Mailed check,20.05,42.7,No,2.1296758104738154,5530
66,Yes,One year,Bank transfer (automatic),92.15,6056.9,No,65.72870320130221,5531
68,No,One year,Mailed check,44.8,2983.65,No,66.59933035714286,5532
31,Yes,Two year,Credit card (automatic),20.9,689.35,No,32.98325358851675,5533
21,Yes,Month-to-month,Bank transfer (automatic),95.4,2025.1,No,21.22746331236897,5534
21,Yes,Month-to-month,Electronic check,80.35,1747.2,No,21.74486621032981,5535
55,Yes,Two year,Bank transfer (automatic),85.1,4657.95,No,54.73501762632198,5536
9,No,Month-to-month,Credit card (automatic),34.7,296.1,Yes,8.53314121037464,5537
71,Yes,Two year,Bank transfer (automatic),115.05,8016.6,No,69.67926988265972,5538
1,Yes,Month-to-month,Electronic check,81.1,81.1,Yes,1.0,5539
22,Yes,One year,Mailed check,19.95,433.5,No,21.72932330827068,5540
1,Yes,Month-to-month,Mailed check,20.55,20.55,Yes,1.0,5541
61,Yes,Two year,Electronic check,106.6,6428.4,Yes,60.30393996247655,5542
67,Yes,Two year,Bank transfer (automatic),86.15,5883.85,No,68.29773650609403,5543
14,Yes,Month-to-month,Electronic check,78.85,1043.8,No,13.237793278376666,5544
59,Yes,Month-to-month,Electronic check,106.75,6252.9,Yes,58.5751756440281,5545
21,Yes,Month-to-month,Bank transfer (automatic),86.55,1857.25,No,21.458694396302715,5546
4,No,Month-to-month,Mailed check,42.4,146.4,No,3.4528301886792456,5547
3,Yes,Month-to-month,Electronic check,89.45,240.45,Yes,2.688093907210732,5548
70,Yes,Two year,Bank transfer (automatic),24.25,1724.15,No,71.09896907216495,5549
3,Yes,Month-to-month,Electronic check,97.9,315.3,Yes,3.2206332992849847,5550
21,Yes,One year,Bank transfer (automatic),20.5,429.55,No,20.953658536585365,5551
20,Yes,Month-to-month,Credit card (automatic),19.6,356.15,No,18.170918367346935,5552
22,Yes,One year,Bank transfer (automatic),20.25,488.25,No,24.11111111111111,5553
1,Yes,Month-to-month,Mailed check,55.7,55.7,Yes,1.0,5554
63,Yes,Two year,Mailed check,20.6,1298.7,No,63.043689320388346,5555
70,Yes,Two year,Bank transfer (automatic),19.8,1378.75,No,69.63383838383838,5556
13,Yes,Month-to-month,Electronic check,79.8,973.45,Yes,12.198621553884713,5557
5,Yes,Month-to-month,Electronic check,80.2,384.25,No,4.791147132169576,5558
72,Yes,Two year,Credit card (automatic),116.4,8543.25,No,73.39561855670102,5559
13,No,Month-to-month,Electronic check,31.65,389.95,No,12.320695102685624,5560
61,Yes,Month-to-month,Credit card (automatic),94.15,5731.85,No,60.879978757302176,5561
1,Yes,Month-to-month,Electronic check,20.65,20.65,No,1.0,5562
56,Yes,Month-to-month,Bank transfer (automatic),76.85,4275.75,No,55.63760572543917,5563
4,Yes,Month-to-month,Mailed check,20.15,84.5,No,4.193548387096775,5564
35,Yes,Two year,Mailed check,55.25,1924.1,No,34.825339366515834,5565
18,No,Month-to-month,Electronic check,39.05,669.85,Yes,17.153649167733676,5566
72,Yes,Two year,Bank transfer (automatic),82.15,5784.3,No,70.41144248326232,5567
49,Yes,One year,Bank transfer (automatic),103.0,5166.2,No,50.15728155339806,5568
44,Yes,Month-to-month,Credit card (automatic),95.1,4060.55,No,42.697686645636175,5569
3,Yes,Month-to-month,Mailed check,83.9,267.4,Yes,3.187127532777115,5570
37,Yes,Month-to-month,Electronic check,95.15,3532.85,No,37.12926957435628,5571
61,Yes,One year,Electronic check,79.8,4914.8,No,61.5889724310777,5572
70,Yes,Two year,Credit card (automatic),74.8,5315.8,No,71.0668449197861,5573
1,Yes,Month-to-month,Electronic check,69.85,69.85,Yes,1.0,5574
41,Yes,Month-to-month,Electronic check,20.45,775.6,No,37.92665036674817,5575
70,Yes,One year,Bank transfer (automatic),78.35,5445.95,No,69.50797702616465,5576
1,Yes,Month-to-month,Mailed check,53.55,53.55,Yes,1.0,5577
51,Yes,One year,Electronic check,19.1,1007.8,No,52.764397905759154,5578
42,Yes,Two year,Mailed check,20.0,833.55,No,41.677499999999995,5579
70,Yes,Two year,Bank transfer (automatic),93.9,6579.05,Yes,70.06443024494142,5580
48,Yes,One year,Bank transfer (automatic),19.95,1004.5,No,50.35087719298246,5581
68,Yes,Two year,Electronic check,113.15,7856.0,Yes,69.42996022978348,5582
48,Yes,Two year,Credit card (automatic),24.0,1183.05,No,49.293749999999996,5583
26,Yes,Month-to-month,Electronic check,84.95,2169.75,Yes,25.541494997057093,5584
11,Yes,Month-to-month,Bank transfer (automatic),80.5,896.9,Yes,11.141614906832299,5585
1,Yes,Month-to-month,Mailed check,19.3,19.3,Yes,1.0,5586
27,Yes,One year,Mailed check,19.15,501.35,No,26.18015665796345,5587
46,Yes,One year,Bank transfer (automatic),91.3,4126.35,No,45.19550930996715,5588
1,Yes,Month-to-month,Mailed check,49.65,49.65,Yes,1.0,5589
46,Yes,Two year,Credit card (automatic),54.35,2460.15,Yes,45.264949402023916,5590
25,Yes,Month-to-month,Mailed check,19.15,477.6,No,24.939947780678853,5591
4,Yes,Month-to-month,Electronic check,88.45,370.65,Yes,4.190503109101186,5592
13,Yes,Two year,Mailed check,19.75,265.75,No,13.455696202531646,5593
31,Yes,One year,Credit card (automatic),75.5,2424.45,No,32.111920529801324,5594
23,Yes,Month-to-month,Electronic check,83.75,1849.95,No,22.088955223880596,5595
2,Yes,Month-to-month,Mailed check,19.4,61.05,No,3.1469072164948453,5596
65,Yes,Two year,Bank transfer (automatic),26.5,1698.55,No,64.09622641509434,5597
22,Yes,Month-to-month,Bank transfer (automatic),90.5,1910.6,Yes,21.11160220994475,5598
55,Yes,One year,Credit card (automatic),19.15,998.1,No,52.1201044386423,5599
9,Yes,Month-to-month,Mailed check,94.85,890.6,Yes,9.389562467053242,5600
7,Yes,Month-to-month,Bank transfer (automatic),69.95,529.5,Yes,7.569692637598284,5601
35,No,One year,Mailed check,40.9,1383.6,No,33.82885085574572,5602
6,Yes,Two year,Mailed check,80.25,493.4,No,6.14828660436137,5603
1,Yes,Month-to-month,Credit card (automatic),48.6,48.6,Yes,1.0,5604
17,Yes,Month-to-month,Electronic check,70.8,1207.0,No,17.04802259887006,5605
10,Yes,Month-to-month,Mailed check,60.2,563.5,No,9.36046511627907,5606
15,Yes,One year,Credit card (automatic),55.2,864.55,No,15.662137681159418,5607
40,No,Month-to-month,Electronic check,55.8,2109.35,Yes,37.801971326164875,5608
13,Yes,One year,Bank transfer (automatic),54.15,701.05,No,12.946445060018467,5609
29,Yes,Month-to-month,Bank transfer (automatic),80.15,2265.25,Yes,28.262632563942606,5610
3,Yes,Month-to-month,Electronic check,75.5,220.6,Yes,2.9218543046357617,5611
58,Yes,Month-to-month,Bank transfer (automatic),100.4,5749.8,No,57.26892430278885,5612
45,Yes,One year,Credit card (automatic),62.55,2796.45,No,44.70743405275779,5613
72,Yes,Two year,Bank transfer (automatic),70.45,5165.7,No,73.32434350603265,5614
68,Yes,One year,Bank transfer (automatic),85.5,5696.6,No,66.62690058479532,5615
1,Yes,Month-to-month,Bank transfer (automatic),20.2,20.2,Yes,1.0,5616
38,Yes,Month-to-month,Electronic check,54.5,2076.05,No,38.09266055045872,5617
2,Yes,Month-to-month,Mailed check,20.75,44.2,No,2.130120481927711,5618
11,Yes,Month-to-month,Mailed check,20.35,215.25,No,10.577395577395576,5619
20,Yes,One year,Bank transfer (automatic),91.0,1859.5,No,20.434065934065934,5620
72,Yes,Two year,Bank transfer (automatic),104.8,7470.1,No,71.27958015267176,5621
3,Yes,Month-to-month,Credit card (automatic),74.75,229.5,Yes,3.0702341137123748,5622
23,Yes,Month-to-month,Mailed check,104.05,2470.1,Yes,23.73954829408938,5623
40,Yes,Month-to-month,Electronic check,51.1,2092.9,No,40.956947162426616,5624
62,Yes,Month-to-month,Bank transfer (automatic),89.8,5629.55,No,62.68986636971047,5625
22,Yes,Month-to-month,Electronic check,20.55,469.85,No,22.86374695863747,5626
11,Yes,Month-to-month,Bank transfer (automatic),64.05,733.95,No,11.459016393442624,5627
7,Yes,Month-to-month,Electronic check,74.85,485.25,No,6.482965931863728,5628
