tenure,PhoneService,Contract,PaymentMethod,MonthlyCharges,TotalCharges,Churn,MonthlyCharges_to_TotalCharges_Ratio
12,1,Month-to-month,Mailed check,20.4,266.6,0,0.0765191297824456
69,1,Two year,Bank transfer (automatic),81.95,5601.4,0,0.014630271003677654
35,1,Month-to-month,Electronic check,60.55,1982.6,0,0.03054070412589529
5,1,Month-to-month,Bank transfer (automatic),65.6,339.9,0,0.1929979405707561
58,1,Two year,Bank transfer (automatic),82.5,4828.05,0,0.017087644079908038
72,1,Two year,Bank transfer (automatic),82.3,5980.55,0,0.013761276136810158
72,1,Two year,Mailed check,68.15,4808.7,0,0.014172229500696656
1,1,Month-to-month,Credit card (automatic),20.3,20.3,0,1.0
39,1,One year,Electronic check,95.55,3692.85,1,0.02587432470855843
53,1,One year,Credit card (automatic),20.2,1068.15,0,0.01891120161026073
27,1,Month-to-month,Electronic check,89.2,2383.6,0,0.037422386306427254
1,1,Month-to-month,Electronic check,69.65,69.65,1,1.0
1,1,Month-to-month,Electronic check,89.3,89.3,1,1.0
18,1,Month-to-month,Electronic check,74.8,1438.05,0,0.05201488126282118
46,1,Two year,Mailed check,20.2,917.45,0,0.022017548640252873
72,1,Two year,Credit card (automatic),84.4,6096.45,0,0.013844122399101117
36,1,Month-to-month,Electronic check,87.55,3078.1,1,0.028442870601994737
4,0,Month-to-month,Electronic check,25.15,99.95,0,0.2516258129064532
25,1,Two year,Credit card (automatic),19.8,475.2,0,0.04166666666666667
40,0,Month-to-month,Electronic check,50.85,2036.55,0,0.024968697061206455
63,1,Month-to-month,Electronic check,102.4,6444.05,0,0.015890627788424982
15,1,Month-to-month,Mailed check,96.3,1426.75,1,0.06749605747327843
14,1,Month-to-month,Credit card (automatic),55.5,767.55,0,0.07230799296462771
72,1,Two year,Bank transfer (automatic),109.75,7932.5,0,0.013835486920895052
39,1,Month-to-month,Electronic check,106.4,4040.65,0,0.02633239701533169
47,0,Two year,Credit card (automatic),60.0,2768.65,0,0.021671211601321943
19,1,Month-to-month,Credit card (automatic),88.8,1672.35,0,0.05309893263969863
5,1,Month-to-month,Electronic check,85.2,474.8,1,0.17944397641112048
13,0,Month-to-month,Electronic check,35.1,446.1,1,0.07868190988567586
17,1,Month-to-month,Bank transfer (automatic),80.05,1345.65,0,0.059487979786720165
34,1,Month-to-month,Electronic check,75.55,2425.4,0,0.031149501113218434
42,1,Month-to-month,Electronic check,49.55,2077.95,0,0.023845617074520563
5,1,Month-to-month,Electronic check,81.3,416.3,1,0.19529185683401393
71,1,Two year,Credit card (automatic),23.9,1663.5,0,0.014367297865945296
19,1,Month-to-month,Bank transfer (automatic),66.4,1286.05,0,0.05163096302632091
2,1,Month-to-month,Electronic check,19.6,35.85,1,0.5467224546722455
57,1,Two year,Credit card (automatic),18.8,1094.35,0,0.017179147439119115
72,1,Two year,Electronic check,108.4,7719.5,0,0.014042360256493297
6,1,Month-to-month,Mailed check,85.95,514.6,0,0.16702293043140304
17,1,Month-to-month,Electronic check,85.45,1451.6,1,0.058866078809589426
61,1,Two year,Bank transfer (automatic),80.9,4932.5,0,0.016401419158641663
1,1,Month-to-month,Electronic check,71.0,71.0,1,1.0
48,1,Two year,Credit card (automatic),111.8,5443.65,0,0.020537690703847603
16,1,Month-to-month,Credit card (automatic),20.6,330.25,0,0.062376987130961396
9,1,Month-to-month,Electronic check,85.05,746.5,1,0.11393168117883455
3,1,Month-to-month,Electronic check,44.6,122.7,0,0.3634881825590872
1,1,Month-to-month,Electronic check,44.4,44.4,1,1.0
65,1,Two year,Credit card (automatic),105.1,6631.85,0,0.015847764952464243
70,1,Two year,Credit card (automatic),115.15,8250.0,0,0.013957575757575759
60,1,One year,Mailed check,59.8,3561.15,0,0.01679232832090757
69,1,One year,Electronic check,26.3,1763.55,0,0.014913101414760002
35,1,Month-to-month,Electronic check,70.55,2419.0,0,0.0291649441918148
22,1,Month-to-month,Mailed check,20.05,470.2,0,0.04264142917907274
66,1,Two year,Bank transfer (automatic),79.85,5234.95,0,0.015253249792261626
1,1,Month-to-month,Electronic check,70.3,70.3,1,1.0
1,1,Month-to-month,Bank transfer (automatic),79.35,79.35,1,1.0
34,1,Month-to-month,Credit card (automatic),90.05,3097.0,0,0.02907652567000323
72,1,Two year,Bank transfer (automatic),24.45,1709.1,0,0.014305774969282078
31,0,One year,Electronic check,59.95,1848.8,0,0.032426438771094766
30,1,One year,Bank transfer (automatic),25.35,723.3,0,0.035047698050601414
9,1,Month-to-month,Bank transfer (automatic),90.8,809.75,1,0.11213337449830194
20,1,Month-to-month,Electronic check,70.45,1470.95,1,0.0478942180223665
19,0,Month-to-month,Credit card (automatic),34.3,577.15,0,0.05942995755003032
65,1,Month-to-month,Electronic check,105.05,6914.95,0,0.015191722282879848
30,1,Two year,Mailed check,19.3,602.9,0,0.032011942278984906
6,1,One year,Mailed check,19.15,124.4,0,0.15393890675241156
2,0,Month-to-month,Electronic check,51.4,96.8,0,0.53099173553719
53,1,Month-to-month,Electronic check,71.85,3827.9,0,0.01877008281303064
7,1,Month-to-month,Electronic check,75.4,533.05,0,0.14145014538973832
61,1,One year,Bank transfer (automatic),49.7,2961.4,0,0.01678260282298913
70,0,One year,Electronic check,45.25,3264.45,1,0.013861446798082372
13,1,Month-to-month,Electronic check,78.75,995.35,0,0.07911789822675441
35,1,One year,Bank transfer (automatic),81.6,2815.25,0,0.02898499245182488
2,1,Month-to-month,Credit card (automatic),70.4,154.8,0,0.45478036175710596
3,1,Month-to-month,Electronic check,75.8,246.3,1,0.30775477060495326
3,1,Month-to-month,Electronic check,76.1,257.6,0,0.29541925465838503
62,1,One year,Bank transfer (automatic),94.0,5757.2,0,0.01632738136594178
72,1,Two year,Credit card (automatic),103.95,7517.7,0,0.013827367412905543
63,1,Two year,Bank transfer (automatic),19.95,1234.8,0,0.016156462585034014
20,1,Month-to-month,Credit card (automatic),71.3,1389.2,1,0.05132450331125828
35,1,One year,Bank transfer (automatic),110.8,3836.3,0,0.028881995672914003
21,1,Month-to-month,Electronic check,69.1,1474.75,1,0.04685539922020681
62,1,One year,Electronic check,96.1,6001.45,0,0.016012796907414042
15,1,Month-to-month,Mailed check,48.8,720.1,0,0.067768365504791
55,1,Month-to-month,Credit card (automatic),50.55,2832.75,0,0.017844850410378605
11,1,Month-to-month,Mailed check,44.65,472.25,0,0.09454737956590789
17,1,Month-to-month,Electronic check,88.25,1460.65,1,0.06041830691815287
61,1,One year,Bank transfer (automatic),19.45,1336.35,0,0.014554570284730797
71,1,Two year,Credit card (automatic),89.3,6388.65,0,0.013977913956782733
2,1,Month-to-month,Bank transfer (automatic),70.0,153.05,1,0.45736687357072847
35,1,Two year,Mailed check,19.25,677.9,0,0.028396518660569407
17,1,Month-to-month,Bank transfer (automatic),70.5,1165.6,0,0.06048387096774194
21,1,Month-to-month,Electronic check,97.35,2119.5,1,0.04593064401981599
47,1,Two year,Bank transfer (automatic),19.65,921.55,0,0.021322771417720144
3,1,Month-to-month,Mailed check,20.85,72.0,0,0.28958333333333336
3,1,Month-to-month,Mailed check,19.65,68.35,0,0.28749085588880763
44,1,Two year,Credit card (automatic),19.35,847.25,0,0.022838595455886693
1,1,Month-to-month,Mailed check,44.0,44.0,0,1.0
44,1,One year,Electronic check,94.4,4295.35,0,0.021977254472860187
5,1,Month-to-month,Bank transfer (automatic),25.9,135.0,1,0.19185185185185183
24,1,Month-to-month,Bank transfer (automatic),55.65,1400.55,1,0.039734390061047446
1,1,Month-to-month,Electronic check,69.65,69.65,1,1.0
18,1,Month-to-month,Electronic check,75.4,1380.4,0,0.0546218487394958
10,1,Month-to-month,Electronic check,100.6,1060.2,1,0.09488775702697604
65,1,Two year,Bank transfer (automatic),71.0,4386.2,0,0.016187132369704985
1,1,Month-to-month,Electronic check,86.0,86.0,1,1.0
53,1,One year,Credit card (automatic),106.95,5785.5,1,0.01848586984703137
3,1,One year,Mailed check,21.2,52.05,0,0.40730067243035545
33,1,Two year,Mailed check,61.05,2018.4,0,0.030246730083234242
3,0,Month-to-month,Electronic check,29.6,79.45,1,0.37256135934550033
34,1,One year,Bank transfer (automatic),79.95,2727.3,0,0.02931470685293147
14,1,Two year,Mailed check,19.7,263.65,0,0.07472027308932297
13,1,Month-to-month,Mailed check,20.3,275.4,0,0.07371096586782862
46,0,One year,Bank transfer (automatic),59.9,2816.65,1,0.02126639802602382
23,1,One year,Mailed check,24.35,538.5,0,0.04521819870009285
47,1,Two year,Mailed check,19.75,948.9,0,0.020813573611550215
17,1,Month-to-month,Mailed check,50.3,846.8,0,0.059400094473311287
49,1,Month-to-month,Electronic check,95.6,4783.5,1,0.01998536636354134
59,0,Month-to-month,Electronic check,50.25,2997.45,0,0.016764249612170344
69,1,Two year,Credit card (automatic),85.35,5897.4,0,0.014472479397700681
11,0,One year,Electronic check,41.6,470.6,1,0.08839779005524862
10,1,Month-to-month,Mailed check,51.65,524.5,0,0.0984747378455672
12,1,Two year,Bank transfer (automatic),24.0,269.65,0,0.08900426478768775
45,1,Month-to-month,Credit card (automatic),100.85,4740.0,1,0.021276371308016878
39,1,Month-to-month,Mailed check,59.85,2341.5,0,0.025560538116591928
71,1,Two year,Credit card (automatic),25.45,1789.65,0,0.014220657670494229
71,1,Two year,Credit card (automatic),23.9,1626.4,0,0.0146950319724545
33,1,One year,Credit card (automatic),24.15,800.3,0,0.030176183931025866
67,1,Month-to-month,Mailed check,75.7,5060.85,0,0.01495796160723989
37,0,Month-to-month,Bank transfer (automatic),40.2,1448.8,1,0.027747101049144123
49,1,Month-to-month,Electronic check,84.5,4254.85,1,0.019859689530770767
9,1,Month-to-month,Mailed check,50.85,466.6,0,0.10897985426489498
52,1,Two year,Credit card (automatic),91.6,4627.8,0,0.019793422360516875
70,1,One year,Electronic check,98.9,6838.6,0,0.014462024390957213
1,1,Month-to-month,Electronic check,85.0,85.0,0,1.0
14,1,Month-to-month,Electronic check,78.95,1101.85,1,0.07165222126423743
1,1,Month-to-month,Mailed check,44.3,44.3,0,1.0
1,1,Month-to-month,Mailed check,20.2,20.2,1,1.0
52,1,One year,Mailed check,80.2,4297.6,0,0.018661578555472822
6,1,Month-to-month,Mailed check,60.9,414.1,0,0.1470659261048056
7,0,Month-to-month,Mailed check,34.2,256.6,0,0.1332813717848792
47,1,Month-to-month,Bank transfer (automatic),85.2,3969.35,1,0.021464471512968118
26,1,One year,Credit card (automatic),87.15,2274.1,0,0.03832285299678994
25,1,Month-to-month,Electronic check,54.3,1296.8,0,0.04187230104873535
69,1,Two year,Mailed check,19.1,1268.85,0,0.015053000748709463
72,1,Two year,Credit card (automatic),112.75,8192.6,0,0.013762419744647609
4,1,Month-to-month,Mailed check,19.95,59.25,0,0.33670886075949363
59,1,Two year,Mailed check,19.5,1147.85,0,0.01698828244108551
67,1,Two year,Bank transfer (automatic),65.55,4361.55,0,0.015029060769680502
26,1,Month-to-month,Electronic check,78.8,2006.1,0,0.03928019540401775
27,1,One year,Mailed check,78.2,2078.95,0,0.0376151422593136
72,1,Two year,Bank transfer (automatic),105.25,7609.75,0,0.013830940569663918
6,1,Month-to-month,Electronic check,89.25,487.05,0,0.18324607329842932
62,1,Two year,Credit card (automatic),20.65,1218.45,0,0.01694776150026673
20,1,One year,Electronic check,68.7,1416.2,0,0.048510097443863864
6,1,Month-to-month,Credit card (automatic),78.65,483.3,0,0.1627353610593834
51,1,Two year,Mailed check,24.75,1234.6,0,0.020046978778551758
61,1,Two year,Credit card (automatic),19.75,1311.6,0,0.01505794449527295
62,1,Month-to-month,Electronic check,89.1,5618.3,0,0.015858889699731232
72,1,Two year,Bank transfer (automatic),84.7,6185.15,0,0.013694089876559179
13,1,Month-to-month,Electronic check,98.0,1237.85,1,0.07916952781031628
5,1,Month-to-month,Electronic check,94.45,498.1,1,0.18962055812085926
3,1,Month-to-month,Electronic check,105.0,294.45,1,0.3565970453387672
26,1,Month-to-month,Electronic check,93.85,2381.55,1,0.03940710881568726
13,1,Month-to-month,Electronic check,59.9,788.35,0,0.07598148030697024
38,1,Two year,Mailed check,19.95,756.4,0,0.02637493389740878
8,1,Month-to-month,Electronic check,84.0,613.4,1,0.13694163677861101
34,1,Month-to-month,Electronic check,108.9,3625.2,0,0.030039721946375376
18,0,Month-to-month,Mailed check,33.6,550.35,0,0.06105205778141183
56,1,One year,Mailed check,85.85,4793.8,0,0.017908548541866576
36,0,Month-to-month,Bank transfer (automatic),34.85,1267.2,0,0.027501578282828284
9,0,Month-to-month,Electronic check,48.75,442.2,1,0.11024423337856173
1,1,Month-to-month,Electronic check,84.85,84.85,1,1.0
12,1,Month-to-month,Mailed check,56.65,654.85,1,0.08650836069328853
57,1,Month-to-month,Credit card (automatic),95.3,5567.45,0,0.017117351749903458
42,1,One year,Credit card (automatic),73.9,3160.55,1,0.02338200629637247
33,1,Two year,Mailed check,24.5,740.3,1,0.033094691341348105
70,1,Two year,Bank transfer (automatic),84.6,5706.2,0,0.014825978759945322
68,0,Month-to-month,Electronic check,44.95,3085.35,0,0.014568849563258627
1,0,Month-to-month,Electronic check,24.7,24.7,0,1.0
37,1,Month-to-month,Credit card (automatic),100.3,3541.4,0,0.028322132489975713
4,1,Month-to-month,Mailed check,25.45,84.2,0,0.3022565320665083
1,1,Month-to-month,Mailed check,50.7,50.7,0,1.0
20,0,Month-to-month,Credit card (automatic),55.0,1165.55,0,0.04718802282184377
72,1,Two year,Bank transfer (automatic),68.4,4855.35,0,0.014087552905557786
31,1,Month-to-month,Electronic check,89.9,2806.9,1,0.032028216181552605
18,1,Month-to-month,Electronic check,78.55,1422.65,1,0.05521386145573401
11,1,Month-to-month,Bank transfer (automatic),55.05,608.15,0,0.09052043081476609
33,1,Two year,Credit card (automatic),19.8,641.35,0,0.03087237857644032
62,1,One year,Electronic check,84.45,4959.15,0,0.01702912797556033
1,0,Month-to-month,Mailed check,35.9,35.9,0,1.0
16,1,Month-to-month,Bank transfer (automatic),80.75,1321.3,0,0.061114054340422316
22,1,One year,Mailed check,78.65,1663.75,0,0.04727272727272728
49,1,Month-to-month,Bank transfer (automatic),61.75,3024.15,0,0.02041896069970074
36,1,One year,Credit card (automatic),63.7,2188.5,0,0.02910669408270505
42,1,Month-to-month,Electronic check,99.45,4138.05,1,0.024033059049552326
4,0,Month-to-month,Bank transfer (automatic),25.2,102.5,1,0.24585365853658536
12,1,One year,Mailed check,74.05,872.65,1,0.08485647166676216
31,1,Month-to-month,Electronic check,87.6,2724.25,0,0.03215563916674314
5,1,Month-to-month,Electronic check,89.15,413.25,0,0.21572897761645493
66,1,Two year,Credit card (automatic),20.0,1374.2,0,0.014553922282055013
15,1,Month-to-month,Credit card (automatic),55.0,757.1,1,0.07264562145027077
64,1,Two year,Bank transfer (automatic),104.4,6692.65,0,0.015599202109777145
10,1,Month-to-month,Credit card (automatic),20.05,218.5,0,0.09176201372997712
7,1,Month-to-month,Electronic check,89.75,608.8,1,0.14742115637319317
29,0,Month-to-month,Electronic check,34.3,1004.75,0,0.034137845235133114
57,1,Two year,Bank transfer (automatic),20.65,1125.6,0,0.018345771144278607
46,1,Month-to-month,Mailed check,84.25,3847.6,0,0.021896766815677305
53,1,Two year,Bank transfer (automatic),19.65,978.0,0,0.0200920245398773
17,1,One year,Credit card (automatic),79.85,1387.35,0,0.05755577179514902
38,1,Two year,Mailed check,20.2,746.05,0,0.027075933248441795
15,1,One year,Mailed check,19.8,304.6,0,0.06500328299409061
22,0,Month-to-month,Electronic check,50.35,1098.85,0,0.045820630659325665
14,1,Month-to-month,Electronic check,85.15,1139.2,1,0.07474543539325842
57,1,One year,Bank transfer (automatic),74.6,4368.95,0,0.01707504091372069
11,1,Month-to-month,Credit card (automatic),79.15,827.7,0,0.09562643469856229
1,1,Two year,Mailed check,20.35,20.35,0,1.0
12,1,Two year,Bank transfer (automatic),21.05,262.05,0,0.08032818164472429
3,1,Month-to-month,Electronic check,94.6,279.55,1,0.3384010016097299
36,1,Month-to-month,Electronic check,94.7,3512.5,0,0.02696085409252669
16,1,Month-to-month,Electronic check,94.25,1483.25,1,0.06354289566829598
65,1,One year,Credit card (automatic),72.45,4653.85,1,0.015567755729127495
2,1,Month-to-month,Electronic check,74.95,151.75,0,0.4939044481054366
42,1,Month-to-month,Electronic check,105.2,4400.75,1,0.02390501619042209
72,1,Two year,Bank transfer (automatic),111.95,8033.1,0,0.013936089429983443
62,1,Two year,Bank transfer (automatic),19.85,1253.65,0,0.01583376540501735
6,1,Month-to-month,Electronic check,89.75,552.65,0,0.16239934859314215
48,1,Two year,Mailed check,20.05,1036.0,0,0.019353281853281855
35,1,Two year,Electronic check,108.95,4025.5,0,0.027064960874425538
52,1,One year,Credit card (automatic),19.65,928.4,0,0.021165445928479104
1,0,Month-to-month,Mailed check,24.9,24.9,0,1.0
6,1,Month-to-month,Electronic check,82.85,460.25,1,0.18001086366105376
71,1,Two year,Credit card (automatic),93.2,6506.15,0,0.014324907971688327
67,1,One year,Bank transfer (automatic),84.8,5598.3,0,0.015147455477555685
60,1,One year,Electronic check,71.75,4374.55,0,0.01640168703066601
23,0,Month-to-month,Bank transfer (automatic),30.35,678.75,0,0.0447145488029466
39,0,One year,Bank transfer (automatic),54.85,2191.7,0,0.025026235342428253
15,1,One year,Mailed check,19.5,239.75,0,0.08133472367049009
53,1,Month-to-month,Electronic check,103.85,5485.5,1,0.018931729104001458
24,1,Two year,Mailed check,24.2,609.05,0,0.03973401198587965
37,1,Month-to-month,Electronic check,19.35,683.75,0,0.028299817184643514
5,1,Month-to-month,Electronic check,83.6,404.2,1,0.20682830282038595
50,1,One year,Electronic check,100.65,5189.75,0,0.019393997784093647
54,1,One year,Credit card (automatic),94.1,5060.9,0,0.0185935307949179
3,1,Month-to-month,Electronic check,74.55,233.65,0,0.3190669805264284
68,1,One year,Electronic check,108.45,7176.55,1,0.015111718026071023
5,1,Month-to-month,Electronic check,56.15,291.45,0,0.1926574026419626
33,1,Two year,Mailed check,20.35,689.75,0,0.029503443276549475
41,1,One year,Electronic check,80.55,3263.9,0,0.024679064922332176
34,0,One year,Mailed check,61.25,1993.2,0,0.03072948023279149
13,1,Month-to-month,Mailed check,20.45,254.5,0,0.08035363457760314
20,1,Month-to-month,Credit card (automatic),18.9,347.65,0,0.0543650222925356
51,1,Two year,Credit card (automatic),19.6,967.9,0,0.02025002582911458
3,1,Month-to-month,Credit card (automatic),91.5,242.95,1,0.3766207038485285
41,1,Month-to-month,Bank transfer (automatic),45.2,1841.9,0,0.024539877300613498
13,1,Month-to-month,Credit card (automatic),19.45,232.1,0,0.08380008616975441
35,1,Two year,Bank transfer (automatic),25.45,809.25,0,0.031448872412727834
12,1,Month-to-month,Bank transfer (automatic),80.85,866.45,1,0.09331178948583299
4,1,Month-to-month,Mailed check,94.9,360.55,0,0.2632089862709749
43,0,Month-to-month,Bank transfer (automatic),49.05,2076.2,1,0.023624891628937484
12,0,Month-to-month,Mailed check,29.3,355.9,0,0.08232649620679967
68,1,Month-to-month,Electronic check,105.3,7299.65,1,0.014425349160576192
25,1,Month-to-month,Electronic check,88.95,2291.2,1,0.03882245111731844
7,1,One year,Mailed check,20.25,129.15,0,0.156794425087108
66,1,One year,Electronic check,110.85,7491.75,1,0.014796275903493843
53,1,One year,Electronic check,110.5,5835.5,0,0.018935823836860596
63,1,Month-to-month,Bank transfer (automatic),109.4,7031.45,0,0.015558668553427815
70,1,Two year,Bank transfer (automatic),114.2,7723.9,1,0.014785276867903522
27,0,Month-to-month,Bank transfer (automatic),36.5,1032.0,1,0.035368217054263566
1,1,Month-to-month,Mailed check,70.75,70.75,1,1.0
5,1,Month-to-month,Mailed check,19.95,109.6,0,0.18202554744525548
37,1,One year,Mailed check,19.6,727.8,0,0.02693047540533114
3,0,Month-to-month,Mailed check,40.15,130.75,1,0.30707456978967496
12,1,Month-to-month,Electronic check,76.6,893.0,0,0.08577827547592384
38,1,One year,Credit card (automatic),19.6,763.1,0,0.02568470711571223
9,1,Month-to-month,Credit card (automatic),85.3,781.4,0,0.10916304069618633
13,1,Month-to-month,Electronic check,65.85,902.25,0,0.07298420615128844
29,1,Month-to-month,Electronic check,94.45,2653.65,1,0.03559248582141578
47,1,Two year,Credit card (automatic),20.05,1016.7,0,0.01972066489623291
61,1,Month-to-month,Bank transfer (automatic),99.4,5943.65,0,0.01672373036770335
16,1,Month-to-month,Mailed check,20.0,275.7,0,0.07254261878853827
41,1,Two year,Electronic check,78.45,3126.45,0,0.025092357146284126
43,1,Two year,Electronic check,25.1,1070.15,0,0.023454655889361305
36,1,Month-to-month,Bank transfer (automatic),97.35,3457.9,1,0.02815292518580641
6,1,Month-to-month,Electronic check,55.0,340.4,0,0.16157461809635723
58,1,One year,Credit card (automatic),71.1,4299.2,0,0.01653796055080015
19,1,Month-to-month,Credit card (automatic),61.55,1093.2,0,0.05630259787778997
11,1,Month-to-month,Bank transfer (automatic),45.9,521.9,0,0.08794788273615635
39,0,One year,Bank transfer (automatic),40.3,1630.4,0,0.024717860647693813
8,1,Month-to-month,Electronic check,87.1,713.6,0,0.12205717488789236
26,1,Month-to-month,Mailed check,49.5,1265.65,0,0.039110338561213605
53,1,Month-to-month,Credit card (automatic),73.8,4003.85,0,0.018432258950759894
70,1,Two year,Mailed check,19.2,1401.4,0,0.013700585129156556
1,0,Month-to-month,Mailed check,45.3,45.3,1,1.0
59,1,Two year,Mailed check,25.0,1510.5,0,0.0165508109897385
2,1,Month-to-month,Electronic check,94.95,178.1,1,0.5331274564851207
7,0,One year,Mailed check,35.3,264.8,0,0.13330815709969787
12,1,Month-to-month,Electronic check,44.55,480.6,1,0.09269662921348314
59,1,One year,Credit card (automatic),76.75,4541.9,0,0.016898214403663667
61,1,Two year,Bank transfer (automatic),81.0,4976.15,0,0.01627764436361444
72,1,Two year,Bank transfer (automatic),105.55,7542.25,0,0.013994497663164174
13,1,Month-to-month,Mailed check,18.8,251.25,0,0.07482587064676617
64,1,One year,Mailed check,24.9,1595.5,0,0.015606392980256971
1,0,Month-to-month,Electronic check,23.45,23.45,1,1.0
10,1,One year,Mailed check,64.9,685.55,0,0.09466851433155862
65,1,One year,Bank transfer (automatic),61.35,3874.1,0,0.015835936088381818
62,1,Two year,Mailed check,113.95,6891.4,0,0.016535101720985577
55,1,One year,Electronic check,90.15,4916.95,0,0.01833453665381995
25,1,Month-to-month,Electronic check,54.1,1373.0,0,0.039402767662053896
1,0,Month-to-month,Mailed check,29.7,29.7,1,1.0
1,1,Month-to-month,Credit card (automatic),49.8,49.8,0,1.0
59,1,Month-to-month,Electronic check,101.1,6039.9,1,0.01673868772661799
64,1,Two year,Bank transfer (automatic),24.4,1548.65,0,0.015755658153875956
36,1,Month-to-month,Bank transfer (automatic),95.0,3440.25,0,0.027614272218588764
3,1,Month-to-month,Mailed check,50.65,151.3,1,0.33476536682088565
61,1,Two year,Mailed check,69.9,4226.7,0,0.01653772446589538
26,0,One year,Bank transfer (automatic),39.95,1023.75,0,0.03902319902319903
1,1,Month-to-month,Electronic check,55.4,55.4,1,1.0
1,1,Month-to-month,Electronic check,90.6,90.6,1,1.0
68,1,Two year,Credit card (automatic),103.25,7074.4,0,0.014594877304082326
2,1,Month-to-month,Mailed check,86.85,156.35,1,0.5554844899264471
72,1,Two year,Bank transfer (automatic),94.25,6849.75,0,0.013759626263732254
71,0,Two year,Electronic check,47.05,3263.6,0,0.014416595170976834
57,1,Two year,Credit card (automatic),20.55,1252.85,0,0.016402602067286588
4,1,Month-to-month,Mailed check,19.65,67.55,0,0.2908956328645448
1,1,Month-to-month,Electronic check,70.2,70.2,0,1.0
72,1,Two year,Credit card (automatic),81.0,5750.0,0,0.01408695652173913
21,1,One year,Bank transfer (automatic),75.9,1549.75,0,0.04897564123245685
71,1,Two year,Bank transfer (automatic),24.7,1810.55,0,0.013642263400624119
29,1,Month-to-month,Bank transfer (automatic),99.05,2952.85,1,0.03354386440218772
69,1,Two year,Credit card (automatic),110.25,7467.55,0,0.014763878380459455
64,1,Two year,Credit card (automatic),85.0,5484.4,0,0.015498504850120342
16,1,Month-to-month,Credit card (automatic),19.75,294.9,0,0.0669718548660563
4,1,One year,Electronic check,23.9,97.5,0,0.2451282051282051
52,1,One year,Credit card (automatic),111.25,5916.45,1,0.018803505480482385
2,1,Month-to-month,Mailed check,55.1,113.35,1,0.48610498456109397
1,1,Month-to-month,Mailed check,19.95,19.95,0,1.0
18,0,Month-to-month,Mailed check,25.15,476.8,0,0.05274748322147651
2,1,Month-to-month,Mailed check,54.15,101.65,0,0.5327102803738317
19,1,Month-to-month,Mailed check,59.8,1130.85,0,0.05288057655745678
40,1,Month-to-month,Bank transfer (automatic),83.85,3532.25,0,0.02373841036166749
66,1,One year,Electronic check,104.9,6891.45,0,0.01522176029717984
21,1,Month-to-month,Mailed check,75.3,1570.7,0,0.04794040873495893
8,1,Month-to-month,Electronic check,66.65,520.95,0,0.1279393415874844
72,1,Two year,Credit card (automatic),109.5,7854.9,0,0.013940342970629798
48,1,One year,Bank transfer (automatic),73.85,3581.4,0,0.020620427765678226
69,1,Two year,Bank transfer (automatic),19.3,1447.9,0,0.013329649837695972
72,1,Two year,Electronic check,118.2,8547.15,0,0.013829171127217845
14,1,One year,Credit card (automatic),51.45,727.85,0,0.070687641684413
6,1,Month-to-month,Electronic check,59.45,357.6,0,0.16624720357941833
8,1,Two year,Bank transfer (automatic),19.5,159.35,0,0.12237213680577345
17,1,One year,Mailed check,19.55,280.85,0,0.06961011215951575
65,1,One year,Electronic check,93.55,6069.25,0,0.015413766116076946
57,1,One year,Mailed check,59.3,3274.35,0,0.018110464672377723
13,1,Month-to-month,Credit card (automatic),102.25,1359.0,1,0.07523914643119942
19,1,Month-to-month,Credit card (automatic),95.9,1777.9,1,0.05394004162213848
56,1,One year,Bank transfer (automatic),109.8,6109.65,0,0.017971569566178097
14,1,Month-to-month,Electronic check,78.1,1122.4,0,0.06958303635067711
52,0,Month-to-month,Electronic check,39.9,2020.9,0,0.019743678559057842
58,1,Two year,Credit card (automatic),64.9,3795.45,0,0.017099421675954105
47,1,Month-to-month,Electronic check,95.05,4504.55,1,0.0211008868810425
67,0,Month-to-month,Credit card (automatic),53.4,3579.15,0,0.014919743514521603
2,0,Month-to-month,Credit card (automatic),24.9,49.7,0,0.5010060362173038
6,1,Month-to-month,Credit card (automatic),44.7,276.5,0,0.16166365280289333
71,1,Two year,Bank transfer (automatic),114.0,8175.9,0,0.013943419073129565
46,1,Two year,Bank transfer (automatic),20.25,890.35,0,0.022743864772280565
5,1,Month-to-month,Credit card (automatic),53.85,259.8,1,0.20727482678983833
67,1,Month-to-month,Bank transfer (automatic),83.85,5588.8,0,0.015003220727168622
3,1,Month-to-month,Bank transfer (automatic),20.2,50.6,0,0.3992094861660079
3,1,Month-to-month,Mailed check,19.95,58.0,0,0.3439655172413793
52,1,Month-to-month,Electronic check,104.2,5568.35,1,0.018712904181669616
42,1,Month-to-month,Electronic check,50.25,2203.65,1,0.022803076713634195
50,1,One year,Mailed check,20.35,938.95,0,0.021673145534906013
23,1,Month-to-month,Electronic check,90.0,2024.1,0,0.0444642063139173
67,0,Two year,Credit card (automatic),54.2,3623.95,0,0.014956056236978989
25,1,Month-to-month,Electronic check,99.5,2369.05,1,0.041999957788987144
39,1,One year,Mailed check,99.1,3877.95,0,0.025554738972910943
69,1,Two year,Mailed check,66.9,4577.9,0,0.014613687498634748
1,0,One year,Mailed check,25.85,25.85,0,1.0
32,1,Month-to-month,Electronic check,91.05,2871.5,0,0.03170816646352081
9,1,Month-to-month,Electronic check,71.0,672.55,1,0.10556835922979704
16,1,Month-to-month,Credit card (automatic),93.2,1573.7,1,0.05922348605197941
60,1,Two year,Bank transfer (automatic),20.95,1270.55,0,0.016488922120341584
