tenure,PhoneService,Contract,MonthlyCharges,TotalCharges,Churn,MonthlyCharges_to_tenure_Ratio,Bank transfer (automatic),Credit card (automatic),Electronic check,Mailed check
33,1,0,95.3,3275.15,0,2.887878787878788,1,0,1,0
46,1,1,90.95,4236.6,0,1.9771739130434784,1,0,1,0
1,1,0,54.5,54.5,0,54.5,0,0,0,0
20,1,0,61.6,1174.35,1,3.08,0,0,1,1
9,1,0,79.9,741.7,1,8.877777777777778,0,0,0,0
32,1,0,96.15,3019.25,1,3.0046875,0,1,1,0
19,1,0,49.6,962.9,0,2.610526315789474,1,0,1,0
70,1,3,65.3,4759.75,1,0.9328571428571428,0,1,1,0
61,1,3,25.0,1498.35,0,0.4098360655737705,0,1,1,0
26,1,0,45.45,1233.15,0,1.748076923076923,0,0,0,0
45,1,0,107.75,4882.8,0,2.3944444444444444,1,0,1,0
62,1,3,89.1,5411.65,0,1.4370967741935483,0,1,1,0
1,1,0,19.65,19.65,1,19.65,0,0,1,1
3,1,0,44.75,148.05,0,14.916666666666666,0,0,1,1
41,1,1,101.6,3930.55,0,2.478048780487805,1,0,1,0
67,1,3,103.15,6895.5,0,1.53955223880597,1,0,1,0
1,1,0,84.65,84.65,1,84.65,0,0,1,1
71,1,1,95.65,6856.95,0,1.3471830985915494,0,0,1,1
37,1,1,75.1,2658.8,0,2.0297297297297296,1,0,1,0
60,1,3,61.35,3766.2,0,1.0225,0,0,1,1
1,1,0,69.55,69.55,1,69.55,0,0,0,0
6,1,0,19.7,129.55,0,3.283333333333333,0,1,1,0
13,0,0,31.05,347.25,1,2.3884615384615384,0,0,0,0
11,1,0,51.0,581.7,0,4.636363636363637,1,0,1,0
7,1,0,51.0,354.05,1,7.285714285714286,0,0,1,1
10,1,0,88.85,929.45,0,8.885,0,0,0,0
34,1,3,20.05,679.0,0,0.5897058823529412,0,1,1,0
62,1,3,65.1,3846.75,0,1.0499999999999998,0,0,1,1
64,1,1,70.15,4480.7,0,1.09609375,0,0,1,1
1,1,0,44.35,44.35,1,44.35,1,0,1,0
25,1,3,20.75,499.4,0,0.83,0,0,1,1
26,1,1,56.05,1553.2,0,2.1557692307692307,0,0,1,1
10,1,1,19.95,219.5,0,1.995,1,0,1,0
53,1,1,98.6,5311.85,0,1.8603773584905656,0,0,1,1
7,1,0,79.7,586.05,1,11.385714285714286,0,0,0,0
33,1,0,79.0,2576.8,0,2.393939393939394,0,1,1,0
71,1,3,89.45,6435.25,0,1.2598591549295777,0,1,1,0
29,1,0,74.2,1993.25,0,2.5586206896551724,0,0,0,0
24,1,0,81.0,1923.85,0,3.375,1,0,1,0
20,1,0,49.6,939.8,0,2.48,0,0,0,0
1,1,0,84.6,84.6,0,84.6,0,0,0,0
54,1,0,55.0,3092.65,1,1.0185185185185186,0,1,1,0
5,1,0,84.85,415.55,1,16.97,0,0,1,1
72,1,3,84.2,5986.55,0,1.1694444444444445,1,0,1,0
52,1,3,106.3,5487.0,0,2.044230769230769,0,0,0,0
9,1,0,69.05,651.5,0,7.672222222222222,0,0,0,0
1,1,0,45.4,45.4,0,45.4,0,0,1,1
1,1,0,73.65,73.65,1,73.65,0,0,0,0
33,1,1,73.9,2405.05,1,2.23939393939394,0,0,1,1
55,1,0,77.75,4458.15,1,1.4136363636363636,0,0,0,0
69,1,3,99.35,6856.45,0,1.439855072463768,0,0,0,0
1,1,0,50.75,50.75,0,50.75,0,0,1,1
54,1,3,87.1,4735.2,0,1.612962962962963,1,0,1,0
33,1,1,20.15,682.15,0,0.6106060606060606,0,0,1,1
45,1,1,98.7,4525.8,0,2.1933333333333334,1,0,1,0
11,0,0,25.2,321.05,0,2.290909090909091,0,0,0,0
6,1,0,55.7,335.65,0,9.283333333333331,1,0,1,0
21,1,0,65.35,1424.4,0,3.111904761904761,1,0,1,0
65,1,3,25.3,1748.55,0,0.3892307692307692,1,0,1,0
6,1,0,84.35,474.9,1,14.058333333333332,0,0,0,0
8,1,0,84.95,668.4,1,10.61875,0,0,0,0
11,1,0,73.85,926.25,1,6.713636363636363,0,0,0,0
43,1,3,24.25,1077.95,0,0.563953488372093,0,0,1,1
49,0,1,51.8,2541.25,1,1.0571428571428572,1,0,1,0
1,1,0,46.0,46.0,1,46.0,0,0,0,0
15,1,0,79.4,1156.1,1,5.293333333333334,0,0,0,0
60,1,3,60.5,3694.45,0,1.0083333333333333,1,0,1,0
17,0,0,25.1,382.8,0,1.4764705882352942,0,1,1,0
16,1,0,71.8,1167.8,1,4.4875,1,0,1,0
35,1,1,20.05,746.75,0,0.5728571428571428,1,0,1,0
44,1,1,88.4,3912.9,1,2.0090909090909093,0,0,1,1
12,0,1,30.25,368.85,0,2.520833333333333,0,1,1,0
1,1,0,20.2,20.2,0,20.2,0,0,1,1
28,1,1,59.9,1654.7,0,2.1392857142857142,0,0,0,0
70,1,3,25.15,1940.85,0,0.3592857142857142,1,0,1,0
5,1,0,46.0,221.7,1,9.2,0,0,1,1
18,1,0,101.3,1794.65,0,5.627777777777777,0,1,1,0
70,1,3,76.95,5289.8,0,1.0992857142857144,0,1,1,0
9,1,0,55.3,501.2,0,6.144444444444444,0,0,1,1
67,1,3,92.45,6140.85,0,1.379850746268657,1,0,1,0
1,1,0,48.45,48.45,0,48.45,1,0,1,0
18,1,3,19.35,309.25,0,1.0750000000000002,0,0,1,1
4,1,0,51.75,201.1,1,12.9375,0,1,1,0
71,1,1,86.7,6179.35,0,1.2211267605633804,1,0,1,0
30,1,0,94.4,2838.7,1,3.146666666666667,0,0,0,0
1,1,0,55.7,55.7,0,55.7,0,0,1,1
55,1,1,84.25,4589.85,0,1.5318181818181815,0,1,1,0
59,1,0,64.65,3735.45,0,1.0957627118644069,0,0,0,0
1,1,0,70.15,70.15,1,70.15,0,0,1,1
7,1,0,69.2,477.55,0,9.885714285714286,1,0,1,0
45,1,3,54.65,2553.7,0,1.2144444444444444,1,0,1,0
54,1,1,24.75,1342.15,0,0.4583333333333333,1,0,1,0
51,1,1,23.95,1216.35,0,0.4696078431372549,0,0,1,1
72,1,1,105.0,7578.05,0,1.4583333333333333,0,1,1,0
44,1,1,59.85,2603.95,0,1.3602272727272728,1,0,1,0
2,1,0,20.05,42.7,0,10.025,0,0,1,1
66,1,1,92.15,6056.9,0,1.3962121212121212,1,0,1,0
68,0,1,44.8,2983.65,0,0.6588235294117647,0,0,1,1
31,1,3,20.9,689.35,0,0.6741935483870968,0,1,1,0
21,1,0,95.4,2025.1,0,4.542857142857143,1,0,1,0
21,1,0,80.35,1747.2,0,3.826190476190476,0,0,0,0
55,1,3,85.1,4657.95,0,1.5472727272727271,1,0,1,0
9,0,0,34.7,296.1,1,3.855555555555556,0,1,1,0
71,1,3,115.05,8016.6,0,1.6204225352112676,1,0,1,0
1,1,0,81.1,81.1,1,81.1,0,0,0,0
22,1,1,19.95,433.5,0,0.9068181818181816,0,0,1,1
1,1,0,20.55,20.55,1,20.55,0,0,1,1
61,1,3,106.6,6428.4,1,1.7475409836065572,0,0,0,0
67,1,3,86.15,5883.85,0,1.2858208955223882,1,0,1,0
14,1,0,78.85,1043.8,0,5.632142857142857,0,0,0,0
59,1,0,106.75,6252.9,1,1.8093220338983047,0,0,0,0
21,1,0,86.55,1857.25,0,4.121428571428571,1,0,1,0
4,0,0,42.4,146.4,0,10.6,0,0,1,1
3,1,0,89.45,240.45,1,29.816666666666663,0,0,0,0
70,1,3,24.25,1724.15,0,0.3464285714285714,1,0,1,0
3,1,0,97.9,315.3,1,32.63333333333333,0,0,0,0
21,1,1,20.5,429.55,0,0.9761904761904762,1,0,1,0
20,1,0,19.6,356.15,0,0.98,0,1,1,0
22,1,1,20.25,488.25,0,0.9204545454545454,1,0,1,0
1,1,0,55.7,55.7,1,55.7,0,0,1,1
63,1,3,20.6,1298.7,0,0.326984126984127,0,0,1,1
70,1,3,19.8,1378.75,0,0.2828571428571428,1,0,1,0
13,1,0,79.8,973.45,1,6.138461538461538,0,0,0,0
5,1,0,80.2,384.25,0,16.04,0,0,0,0
72,1,3,116.4,8543.25,0,1.6166666666666667,0,1,1,0
13,0,0,31.65,389.95,0,2.4346153846153844,0,0,0,0
61,1,0,94.15,5731.85,0,1.5434426229508198,0,1,1,0
1,1,0,20.65,20.65,0,20.65,0,0,0,0
56,1,0,76.85,4275.75,0,1.3723214285714285,1,0,1,0
4,1,0,20.15,84.5,0,5.0375,0,0,1,1
35,1,3,55.25,1924.1,0,1.5785714285714283,0,0,1,1
18,0,0,39.05,669.85,1,2.1694444444444443,0,0,0,0
72,1,3,82.15,5784.3,0,1.1409722222222225,1,0,1,0
49,1,1,103.0,5166.2,0,2.1020408163265305,1,0,1,0
44,1,0,95.1,4060.55,0,2.161363636363636,0,1,1,0
3,1,0,83.9,267.4,1,27.96666666666667,0,0,1,1
37,1,0,95.15,3532.85,0,2.5716216216216217,0,0,0,0
61,1,1,79.8,4914.8,0,1.3081967213114754,0,0,0,0
70,1,3,74.8,5315.8,0,1.0685714285714285,0,1,1,0
1,1,0,69.85,69.85,1,69.85,0,0,0,0
41,1,0,20.45,775.6,0,0.498780487804878,0,0,0,0
70,1,1,78.35,5445.95,0,1.1192857142857142,1,0,1,0
1,1,0,53.55,53.55,1,53.55,0,0,1,1
51,1,1,19.1,1007.8,0,0.3745098039215686,0,0,0,0
42,1,3,20.0,833.55,0,0.4761904761904761,0,0,1,1
70,1,3,93.9,6579.05,1,1.3414285714285714,1,0,1,0
48,1,1,19.95,1004.5,0,0.4156249999999999,1,0,1,0
68,1,3,113.15,7856.0,1,1.6639705882352942,0,0,0,0
48,1,3,24.0,1183.05,0,0.5,0,1,1,0
26,1,0,84.95,2169.75,1,3.267307692307692,0,0,0,0
11,1,0,80.5,896.9,1,7.318181818181818,1,0,1,0
1,1,0,19.3,19.3,1,19.3,0,0,1,1
27,1,1,19.15,501.35,0,0.7092592592592593,0,0,1,1
46,1,1,91.3,4126.35,0,1.984782608695652,1,0,1,0
1,1,0,49.65,49.65,1,49.65,0,0,1,1
46,1,3,54.35,2460.15,1,1.181521739130435,0,1,1,0
25,1,0,19.15,477.6,0,0.7659999999999999,0,0,1,1
4,1,0,88.45,370.65,1,22.1125,0,0,0,0
13,1,3,19.75,265.75,0,1.5192307692307692,0,0,1,1
31,1,1,75.5,2424.45,0,2.435483870967742,0,1,1,0
23,1,0,83.75,1849.95,0,3.641304347826087,0,0,0,0
2,1,0,19.4,61.05,0,9.7,0,0,1,1
65,1,3,26.5,1698.55,0,0.4076923076923077,1,0,1,0
22,1,0,90.5,1910.6,1,4.113636363636363,1,0,1,0
55,1,1,19.15,998.1,0,0.3481818181818181,0,1,1,0
9,1,0,94.85,890.6,1,10.538888888888888,0,0,1,1
7,1,0,69.95,529.5,1,9.992857142857144,1,0,1,0
35,0,1,40.9,1383.6,0,1.1685714285714286,0,0,1,1
6,1,3,80.25,493.4,0,13.375,0,0,1,1
1,1,0,48.6,48.6,1,48.6,0,1,1,0
17,1,0,70.8,1207.0,0,4.164705882352941,0,0,0,0
10,1,0,60.2,563.5,0,6.0200000000000005,0,0,1,1
15,1,1,55.2,864.55,0,3.68,0,1,1,0
40,0,0,55.8,2109.35,1,1.395,0,0,0,0
13,1,1,54.15,701.05,0,4.165384615384616,1,0,1,0
29,1,0,80.15,2265.25,1,2.763793103448276,1,0,1,0
3,1,0,75.5,220.6,1,25.166666666666668,0,0,0,0
58,1,0,100.4,5749.8,0,1.7310344827586208,1,0,1,0
45,1,1,62.55,2796.45,0,1.39,0,1,1,0
72,1,3,70.45,5165.7,0,0.9784722222222224,1,0,1,0
68,1,1,85.5,5696.6,0,1.2573529411764706,1,0,1,0
1,1,0,20.2,20.2,1,20.2,1,0,1,0
38,1,0,54.5,2076.05,0,1.4342105263157894,0,0,0,0
2,1,0,20.75,44.2,0,10.375,0,0,1,1
11,1,0,20.35,215.25,0,1.85,0,0,1,1
20,1,1,91.0,1859.5,0,4.55,1,0,1,0
72,1,3,104.8,7470.1,0,1.4555555555555555,1,0,1,0
3,1,0,74.75,229.5,1,24.916666666666668,0,1,1,0
23,1,0,104.05,2470.1,1,4.52391304347826,0,0,1,1
40,1,0,51.1,2092.9,0,1.2775,0,0,0,0
62,1,0,89.8,5629.55,0,1.4483870967741934,1,0,1,0
22,1,0,20.55,469.85,0,0.9340909090909092,0,0,0,0
11,1,0,64.05,733.95,0,5.822727272727272,1,0,1,0
7,1,0,74.85,485.25,0,10.69285714285714,0,0,0,0
13,1,0,96.65,1244.5,1,7.434615384615385,0,0,0,0
1,1,0,20.05,20.05,1,20.05,0,0,1,1
39,1,0,103.45,3994.45,1,2.6525641025641025,0,0,0,0
3,0,0,25.0,78.25,0,8.333333333333334,0,0,1,1
58,1,3,20.3,1131.5,0,0.35,0,1,1,0
6,1,0,26.35,184.05,0,4.391666666666667,0,0,1,1
1,1,0,19.9,19.9,1,19.9,0,0,0,0
22,1,0,54.7,1178.75,0,2.4863636363636363,0,0,1,1
14,0,0,46.35,667.7,1,3.310714285714286,0,0,0,0
64,1,1,90.25,5629.15,0,1.41015625,0,1,1,0
1,1,0,19.95,19.95,1,19.95,0,0,0,0
6,1,0,20.65,109.3,0,3.4416666666666664,0,0,1,1
1,1,0,79.6,79.6,1,79.6,0,0,0,0
39,1,1,25.45,958.45,0,0.6525641025641026,1,0,1,0
20,1,1,19.5,403.15,0,0.975,0,0,1,1
1,1,0,75.9,75.9,1,75.9,0,0,0,0
1,1,0,76.2,76.2,1,76.2,0,0,0,0
64,1,1,66.15,4392.5,0,1.03359375,0,1,1,0
1,1,0,19.25,19.25,1,19.25,0,0,1,1
46,1,0,69.1,3168.0,0,1.502173913043478,0,1,1,0
28,0,1,39.1,1096.6,0,1.3964285714285716,0,0,0,0
33,1,0,20.05,669.45,0,0.6075757575757575,0,0,1,1
39,1,1,59.8,2343.85,0,1.5333333333333332,0,0,0,0
42,1,0,84.3,3588.4,1,2.007142857142857,0,0,0,0
1,1,0,48.6,48.6,0,48.6,0,0,0,0
7,1,0,79.0,522.95,1,11.285714285714286,0,0,0,0
70,1,3,105.35,7511.9,0,1.505,0,1,1,0
65,1,3,25.1,1725.0,0,0.3861538461538462,1,0,1,0
1,1,0,49.75,49.75,0,49.75,0,0,0,0
18,1,0,94.75,1691.9,0,5.263888888888889,0,0,0,0
24,1,0,93.0,2248.05,0,3.875,0,0,0,0
63,1,3,71.9,4479.2,0,1.1412698412698414,1,0,1,0
44,1,1,77.55,3471.1,0,1.7625,0,0,1,1
4,1,0,19.85,63.0,0,4.9625,0,0,0,0
1,1,0,70.25,70.25,1,70.25,0,0,0,0
37,1,0,95.25,3314.15,0,2.574324324324324,0,0,0,0
10,1,0,84.6,865.55,1,8.459999999999999,0,1,1,0
34,0,0,25.05,852.7,0,0.736764705882353,1,0,1,0
35,0,1,53.15,1930.9,0,1.5185714285714285,0,1,1,0
4,1,0,20.15,91.4,0,5.0375,0,0,0,0
39,1,0,101.25,3949.15,0,2.5961538461538463,0,0,0,0
43,1,1,100.55,4304.0,0,2.338372093023256,1,0,1,0
17,1,0,24.1,409.9,1,1.4176470588235297,0,0,1,1
61,1,3,25.3,1554.9,0,0.4147540983606557,1,0,1,0
49,1,1,71.8,3472.05,0,1.4653061224489796,0,0,0,0
4,1,1,19.7,117.8,0,4.925,0,0,1,1
64,0,3,49.85,3210.35,0,0.77890625,0,0,0,0
3,1,0,69.6,207.4,0,23.2,0,0,1,1
1,1,0,19.75,19.75,0,19.75,0,0,0,0
40,1,1,80.8,3132.75,0,2.02,0,0,0,0
1,1,0,60.0,60.0,1,60.0,0,0,0,0
8,1,0,86.55,649.65,1,10.81875,0,0,0,0
1,1,0,20.85,20.85,1,20.85,0,0,1,1
34,1,1,64.2,2106.3,0,1.8882352941176472,1,0,1,0
1,0,0,35.0,35.0,0,35.0,0,0,0,0
39,0,0,50.75,2011.4,1,1.301282051282051,0,0,0,0
58,1,1,105.5,6205.5,1,1.8189655172413792,0,1,1,0
45,1,3,19.2,903.7,0,0.4266666666666666,0,0,0,0
6,1,0,85.15,503.6,1,14.191666666666668,1,0,1,0
43,1,1,90.65,3882.3,0,2.108139534883721,0,1,1,0
41,1,3,20.0,879.8,0,0.4878048780487805,0,0,1,1
5,1,0,74.65,383.65,0,14.93,0,0,0,0
72,0,3,61.2,4390.25,0,0.8500000000000001,0,1,1,0
4,1,1,19.95,68.2,0,4.9875,0,0,1,1
9,1,0,54.8,452.8,0,6.088888888888889,0,0,1,1
72,1,3,73.45,5329.0,0,1.020138888888889,0,1,1,0
33,1,1,51.45,1758.9,0,1.559090909090909,0,0,1,1
72,1,3,80.45,5737.6,0,1.1173611111111112,1,0,1,0
22,1,0,54.2,1152.7,1,2.463636363636364,0,0,0,0
70,1,1,109.5,7674.55,1,1.5642857142857145,0,0,0,0
21,1,0,104.4,2157.95,1,4.971428571428572,0,0,0,0
15,1,0,85.3,1219.85,0,5.6866666666666665,0,0,0,0
29,1,0,79.3,2414.55,0,2.7344827586206897,0,0,0,0
15,1,0,76.5,1155.6,0,5.1,1,0,1,0
71,1,0,105.1,7548.1,1,1.480281690140845,0,1,1,0
72,1,3,25.4,1809.35,0,0.3527777777777777,1,0,1,0
19,1,0,86.85,1564.4,0,4.571052631578947,0,0,0,0
1,1,0,19.65,19.65,0,19.65,0,0,1,1
1,1,0,75.7,75.7,1,75.7,0,0,0,0
2,1,0,45.55,84.4,0,22.775,0,0,0,0
11,1,0,78.1,864.85,0,7.1,0,1,1,0
12,1,1,19.3,228.75,0,1.6083333333333334,0,0,1,1
70,1,3,110.5,7752.05,0,1.5785714285714283,0,0,0,0
20,1,0,90.8,1951.0,1,4.54,0,0,0,0
23,1,0,20.3,470.6,0,0.8826086956521739,1,0,1,0
49,1,3,81.35,4060.9,0,1.6602040816326529,0,1,1,0
4,1,0,97.95,384.5,1,24.4875,0,0,0,0
32,1,0,108.15,3432.9,1,3.3796875,0,1,1,0
2,1,0,55.3,108.65,0,27.65,0,0,0,0
69,0,3,56.55,3952.65,0,0.8195652173913043,0,1,1,0
6,1,0,80.5,463.05,1,13.416666666666666,0,1,1,0
24,1,3,19.7,494.05,0,0.8208333333333333,0,0,1,1
32,1,1,104.05,3416.85,0,3.2515625,0,1,1,0
27,1,3,52.85,1498.65,0,1.9574074074074077,1,0,1,0
27,1,0,104.3,2867.75,1,3.8629629629629623,1,0,1,0
58,1,0,80.65,4807.35,0,1.3905172413793103,1,0,1,0
1,1,0,71.35,71.35,1,71.35,0,0,1,1
18,1,3,24.65,471.35,0,1.3694444444444445,0,1,1,0
47,1,3,21.3,1041.8,0,0.4531914893617021,1,0,1,0
70,1,3,110.2,7689.8,0,1.5742857142857145,0,0,0,0
13,1,0,89.4,1132.35,1,6.876923076923077,0,0,0,0
36,1,0,51.05,1815.0,0,1.4180555555555554,0,1,1,0
67,1,3,19.8,1311.3,0,0.2955223880597015,0,0,1,1
10,1,0,19.9,199.45,0,1.99,0,0,1,1
19,1,0,87.3,1637.3,0,4.594736842105263,0,0,0,0
71,1,3,19.85,1326.35,0,0.2795774647887324,1,0,1,0
72,1,3,89.4,6376.55,0,1.2416666666666667,0,0,1,1
48,1,3,20.0,935.9,0,0.4166666666666667,0,0,1,1
1,1,0,20.05,20.05,0,20.05,0,0,1,1
18,1,0,83.25,1611.15,0,4.625,0,0,0,0
1,1,0,20.6,20.6,1,20.6,0,0,1,1
67,1,3,102.9,6989.7,0,1.5358208955223882,1,0,1,0
69,0,3,39.1,2779.5,0,0.5666666666666667,0,0,1,1
19,1,0,99.95,1931.75,1,5.260526315789474,0,0,0,0
72,1,3,114.5,8331.95,0,1.5902777777777777,0,0,1,1
38,1,3,20.2,735.9,0,0.531578947368421,0,0,1,1
40,1,1,55.8,2283.3,0,1.395,0,0,0,0
61,1,3,24.2,1445.2,0,0.3967213114754098,0,0,1,1
10,1,0,81.0,818.05,1,8.1,0,1,1,0
32,1,1,72.8,2333.05,0,2.275,0,1,1,0
21,1,0,99.85,1992.55,0,4.754761904761905,0,1,1,0
59,1,1,99.5,5890.0,0,1.6864406779661016,0,0,0,0
13,1,0,70.15,916.75,1,5.396153846153847,0,0,0,0
47,1,3,20.25,1029.8,0,0.4308510638297872,0,1,1,0
69,1,3,26.0,1796.55,0,0.3768115942028985,1,0,1,0
2,1,0,19.9,33.7,0,9.95,0,1,1,0
22,1,0,19.05,454.05,0,0.865909090909091,1,0,1,0
15,1,0,96.5,1392.25,0,6.433333333333334,0,0,0,0
53,1,3,19.85,1049.6,0,0.3745283018867925,0,1,1,0
28,1,0,25.7,734.6,0,0.9178571428571428,0,0,1,1
22,1,1,20.3,475.1,0,0.9227272727272728,0,0,1,1
1,1,0,70.15,70.15,1,70.15,0,0,1,1
16,1,0,91.55,1540.05,0,5.721875,0,0,0,0
48,0,3,39.4,1978.65,0,0.8208333333333333,0,0,1,1
30,1,0,105.7,3181.8,0,3.523333333333333,1,0,1,0
3,1,0,70.25,229.7,0,23.416666666666668,0,0,0,0
57,1,3,93.75,5625.55,0,1.644736842105263,0,0,0,0
68,1,1,96.55,6581.9,1,1.4198529411764709,0,1,1,0
23,1,1,60.0,1347.15,0,2.608695652173913,1,0,1,0
65,1,3,59.8,3808.2,0,0.92,0,1,1,0
44,1,1,90.65,3974.15,0,2.060227272727273,1,0,1,0
71,1,3,109.0,7661.8,0,1.5352112676056338,1,0,1,0
37,1,1,68.1,2479.25,0,1.8405405405405404,0,1,1,0
12,1,0,20.4,266.6,0,1.7,0,0,1,1
69,1,3,81.95,5601.4,0,1.1876811594202898,1,0,1,0
35,1,0,60.55,1982.6,0,1.73,0,0,0,0
5,1,0,65.6,339.9,0,13.12,1,0,1,0
58,1,3,82.5,4828.05,0,1.4224137931034482,1,0,1,0
72,1,3,82.3,5980.55,0,1.1430555555555555,1,0,1,0
72,1,3,68.15,4808.7,0,0.946527777777778,0,0,1,1
1,1,0,20.3,20.3,0,20.3,0,1,1,0
39,1,1,95.55,3692.85,1,2.45,0,0,0,0
53,1,1,20.2,1068.15,0,0.3811320754716981,0,1,1,0
27,1,0,89.2,2383.6,0,3.303703703703704,0,0,0,0
1,1,0,69.65,69.65,1,69.65,0,0,0,0
1,1,0,89.3,89.3,1,89.3,0,0,0,0
18,1,0,74.8,1438.05,0,4.155555555555555,0,0,0,0
46,1,3,20.2,917.45,0,0.4391304347826086,0,0,1,1
72,1,3,84.4,6096.45,0,1.1722222222222225,0,1,1,0
36,1,0,87.55,3078.1,1,2.4319444444444445,0,0,0,0
4,0,0,25.15,99.95,0,6.2875,0,0,0,0
25,1,3,19.8,475.2,0,0.792,0,1,1,0
40,0,0,50.85,2036.55,0,1.27125,0,0,0,0
63,1,0,102.4,6444.05,0,1.6253968253968254,0,0,0,0
15,1,0,96.3,1426.75,1,6.42,0,0,1,1
14,1,0,55.5,767.55,0,3.9642857142857135,0,1,1,0
72,1,3,109.75,7932.5,0,1.5243055555555556,1,0,1,0
39,1,0,106.4,4040.65,0,2.7282051282051283,0,0,0,0
47,0,3,60.0,2768.65,0,1.2765957446808511,0,1,1,0
19,1,0,88.8,1672.35,0,4.673684210526315,0,1,1,0
5,1,0,85.2,474.8,1,17.04,0,0,0,0
13,0,0,35.1,446.1,1,2.7,0,0,0,0
17,1,0,80.05,1345.65,0,4.708823529411765,1,0,1,0
34,1,0,75.55,2425.4,0,2.222058823529412,0,0,0,0
42,1,0,49.55,2077.95,0,1.1797619047619048,0,0,0,0
5,1,0,81.3,416.3,1,16.259999999999998,0,0,0,0
71,1,3,23.9,1663.5,0,0.3366197183098591,0,1,1,0
19,1,0,66.4,1286.05,0,3.494736842105264,1,0,1,0
2,1,0,19.6,35.85,1,9.8,0,0,0,0
57,1,3,18.8,1094.35,0,0.3298245614035088,0,1,1,0
72,1,3,108.4,7719.5,0,1.5055555555555555,0,0,0,0
6,1,0,85.95,514.6,0,14.325,0,0,1,1
17,1,0,85.45,1451.6,1,5.026470588235294,0,0,0,0
61,1,3,80.9,4932.5,0,1.3262295081967217,1,0,1,0
1,1,0,71.0,71.0,1,71.0,0,0,0,0
48,1,3,111.8,5443.65,0,2.3291666666666666,0,1,1,0
16,1,0,20.6,330.25,0,1.2875,0,1,1,0
9,1,0,85.05,746.5,1,9.45,0,0,0,0
3,1,0,44.6,122.7,0,14.866666666666667,0,0,0,0
1,1,0,44.4,44.4,1,44.4,0,0,0,0
65,1,3,105.1,6631.85,0,1.616923076923077,0,1,1,0
70,1,3,115.15,8250.0,0,1.645,0,1,1,0
60,1,1,59.8,3561.15,0,0.9966666666666666,0,0,1,1
69,1,1,26.3,1763.55,0,0.381159420289855,0,0,0,0
35,1,0,70.55,2419.0,0,2.0157142857142856,0,0,0,0
22,1,0,20.05,470.2,0,0.9113636363636364,0,0,1,1
66,1,3,79.85,5234.95,0,1.2098484848484847,1,0,1,0
1,1,0,70.3,70.3,1,70.3,0,0,0,0
1,1,0,79.35,79.35,1,79.35,1,0,1,0
34,1,0,90.05,3097.0,0,2.648529411764706,0,1,1,0
72,1,3,24.45,1709.1,0,0.3395833333333333,1,0,1,0
31,0,1,59.95,1848.8,0,1.933870967741936,0,0,0,0
30,1,1,25.35,723.3,0,0.8450000000000001,1,0,1,0
9,1,0,90.8,809.75,1,10.088888888888889,1,0,1,0
20,1,0,70.45,1470.95,1,3.5225,0,0,0,0
19,0,0,34.3,577.15,0,1.805263157894737,0,1,1,0
65,1,0,105.05,6914.95,0,1.616153846153846,0,0,0,0
30,1,3,19.3,602.9,0,0.6433333333333333,0,0,1,1
6,1,1,19.15,124.4,0,3.1916666666666664,0,0,1,1
2,0,0,51.4,96.8,0,25.7,0,0,0,0
53,1,0,71.85,3827.9,0,1.3556603773584903,0,0,0,0
7,1,0,75.4,533.05,0,10.771428571428572,0,0,0,0
61,1,1,49.7,2961.4,0,0.8147540983606558,1,0,1,0
70,0,1,45.25,3264.45,1,0.6464285714285715,0,0,0,0
13,1,0,78.75,995.35,0,6.057692307692308,0,0,0,0
35,1,1,81.6,2815.25,0,2.3314285714285714,1,0,1,0
2,1,0,70.4,154.8,0,35.2,0,1,1,0
3,1,0,75.8,246.3,1,25.266666666666666,0,0,0,0
3,1,0,76.1,257.6,0,25.366666666666664,0,0,0,0
62,1,1,94.0,5757.2,0,1.5161290322580645,1,0,1,0
72,1,3,103.95,7517.7,0,1.44375,0,1,1,0
63,1,3,19.95,1234.8,0,0.3166666666666666,1,0,1,0
20,1,0,71.3,1389.2,1,3.565,0,1,1,0
35,1,1,110.8,3836.3,0,3.165714285714285,1,0,1,0
21,1,0,69.1,1474.75,1,3.2904761904761903,0,0,0,0
62,1,1,96.1,6001.45,0,1.5499999999999998,0,0,0,0
15,1,0,48.8,720.1,0,3.253333333333333,0,0,1,1
55,1,0,50.55,2832.75,0,0.9190909090909092,0,1,1,0
11,1,0,44.65,472.25,0,4.059090909090909,0,0,1,1
17,1,0,88.25,1460.65,1,5.191176470588236,0,0,0,0
61,1,1,19.45,1336.35,0,0.3188524590163934,1,0,1,0
71,1,3,89.3,6388.65,0,1.257746478873239,0,1,1,0
2,1,0,70.0,153.05,1,35.0,1,0,1,0
35,1,3,19.25,677.9,0,0.55,0,0,1,1
17,1,0,70.5,1165.6,0,4.147058823529412,1,0,1,0
21,1,0,97.35,2119.5,1,4.635714285714285,0,0,0,0
47,1,3,19.65,921.55,0,0.4180851063829787,1,0,1,0
3,1,0,20.85,72.0,0,6.95,0,0,1,1
3,1,0,19.65,68.35,0,6.55,0,0,1,1
44,1,3,19.35,847.25,0,0.4397727272727273,0,1,1,0
1,1,0,44.0,44.0,0,44.0,0,0,1,1
44,1,1,94.4,4295.35,0,2.145454545454545,0,0,0,0
5,1,0,25.9,135.0,1,5.18,1,0,1,0
24,1,0,55.65,1400.55,1,2.31875,1,0,1,0
