tenure,PhoneService,MonthlyCharges,TotalCharges,Churn,MonthlyCharges_to_TotalCharges_Ratio,Bank transfer (automatic),Credit card (automatic),Electronic check,Mailed check,Month-to-month,One year,Two year
43,1,107.55,4533.9,1,0.0237212995434394,0,0,0,0,1,1,0
58,1,94.35,5563.65,0,0.0169582917688927,1,0,1,0,1,0,1
16,1,98.75,1587.55,1,0.0622027652672356,0,0,0,0,0,0,0
2,1,20.3,40.25,0,0.5043478260869565,0,0,1,1,0,0,0
8,1,101.15,842.9,1,0.120002372760707,0,0,0,0,0,0,0
40,1,105.75,4228.55,0,0.0250085726785777,1,0,1,0,1,1,0
9,1,81.15,784.45,0,0.1034482758620689,0,0,0,0,0,0,0
41,1,89.55,3729.75,0,0.0240096521214558,0,0,0,0,1,1,0
26,1,54.75,1406.9,0,0.038915345795721,0,1,1,0,0,0,0
33,1,53.75,1857.3,0,0.0289398589350131,0,1,1,0,1,1,0
68,1,105.75,7322.5,0,0.0144417890064868,0,1,1,0,1,1,0
65,1,105.85,6725.5,0,0.0157386067950338,0,1,1,0,1,0,1
55,1,64.2,3627.3,0,0.0176991150442477,0,0,0,0,1,1,0
20,1,88.7,1761.45,1,0.0503562405972352,0,0,0,0,0,0,0
19,1,87.7,1725.95,0,0.0508125959616443,0,1,1,0,1,1,0
45,1,89.3,4192.15,0,0.0213017186885011,0,1,1,0,0,0,0
70,1,20.15,1411.2,0,0.0142786281179138,0,1,1,0,1,0,1
2,1,79.75,164.5,1,0.4848024316109423,0,0,0,0,0,0,0
27,1,94.55,2724.6,1,0.0347023416281289,0,0,1,1,0,0,0
12,1,20.05,264.55,0,0.0757890757890757,0,0,0,0,1,0,1
72,0,67.2,4671.7,0,0.0143844853051351,0,1,1,0,1,0,1
12,1,94.55,1173.55,0,0.080567508840697,0,0,0,0,0,0,0
5,1,69.05,318.5,1,0.2167974882260596,0,0,1,1,0,0,0
71,1,107.5,7713.55,0,0.0139365143157171,0,0,0,0,0,0,0
35,1,73.0,2471.25,0,0.0295397066262013,0,0,0,0,1,1,0
70,1,114.75,7842.3,0,0.0146321869859607,0,1,1,0,1,0,1
31,1,76.05,2227.8,0,0.0341368165903582,0,0,0,0,0,0,0
52,1,96.25,4990.25,1,0.0192876108411402,1,0,1,0,1,0,1
37,1,101.1,3744.05,1,0.0270028445132944,0,0,0,0,0,0,0
69,1,104.7,7220.35,1,0.0145006820998982,1,0,1,0,1,1,0
30,1,77.9,2351.45,0,0.0331284951838227,0,0,1,1,0,0,0
33,1,90.65,2989.6,0,0.0303217821782178,0,0,0,0,0,0,0
54,1,110.45,6077.75,0,0.0181728435687548,0,0,0,0,1,0,1
59,1,68.7,4070.95,0,0.0168756678416585,1,0,1,0,1,1,0
55,0,44.85,2479.05,0,0.0180916076722938,0,0,0,0,0,0,0
69,0,29.8,2134.3,0,0.0139624232769526,0,1,1,0,1,1,0
66,1,88.9,6000.1,0,0.0148164197263378,1,0,1,0,1,1,0
37,1,58.75,2203.1,0,0.0266669692705732,0,0,1,1,1,1,0
9,1,19.85,183.15,0,0.1083811083811083,0,1,1,0,1,1,0
69,1,86.9,6194.1,0,0.0140294796661339,1,0,1,0,1,0,1
10,1,59.65,638.95,0,0.0933562876594412,0,0,1,1,0,0,0
40,1,55.25,2139.2,1,0.0258274121166791,0,0,1,1,0,0,0
13,1,66.4,831.75,0,0.0798316801923655,0,1,1,0,0,0,0
6,1,90.1,521.3,1,0.1728371379244197,0,0,0,0,0,0,0
69,1,20.15,1337.5,0,0.0150654205607476,1,0,1,0,1,0,1
66,1,108.1,7181.95,0,0.0150516224702204,0,1,1,0,1,1,0
11,1,53.75,608.0,1,0.0884046052631579,0,0,0,0,0,0,0
46,1,56.9,2560.1,0,0.022225694308816,0,0,1,1,1,1,0
6,1,89.3,577.6,1,0.1546052631578947,0,0,0,0,0,0,0
56,1,109.6,5953.0,0,0.0184108852679321,0,0,1,1,0,0,0
70,1,25.15,1790.15,0,0.014049102030556,0,1,1,0,1,0,1
33,1,79.15,2531.4,0,0.0312672829264438,0,0,0,0,1,1,0
72,1,66.75,4760.3,0,0.0140222254899901,0,1,1,0,1,0,1
3,1,95.2,292.85,1,0.3250810995390131,0,0,0,0,0,0,0
19,1,48.8,953.65,0,0.0511718135584333,0,0,1,1,0,0,0
5,0,45.7,198.0,1,0.2308080808080808,0,0,0,0,0,0,0
71,1,80.7,5705.05,0,0.0141453624420469,0,1,1,0,1,0,1
8,1,74.5,609.9,1,0.1221511723233317,0,0,0,0,0,0,0
1,1,20.55,20.55,0,1.0,0,1,1,0,0,0,0
1,1,79.65,79.65,1,1.0,0,0,0,0,0,0,0
61,1,115.1,6993.65,0,0.0164577867065123,0,0,1,1,1,1,0
71,0,59.7,4122.65,0,0.014480977041466,1,0,1,0,1,0,1
68,1,86.45,5762.95,0,0.0150009977528869,0,1,1,0,1,1,0
46,0,33.7,1537.85,0,0.0219137107000032,0,1,1,0,1,1,0
33,1,80.1,2603.3,0,0.0307686398033265,1,0,1,0,1,1,0
53,1,104.05,5566.4,0,0.018692512216154,1,0,1,0,1,0,1
50,1,108.75,5431.9,0,0.0200206189362838,1,0,1,0,0,0,0
57,0,41.1,2258.25,0,0.0181999335768847,0,1,1,0,1,1,0
54,1,20.35,1092.35,0,0.0186295601226713,1,0,1,0,1,0,1
60,1,105.9,6401.25,0,0.0165436438195664,0,0,0,0,0,0,0
28,1,101.3,2812.2,1,0.03602162008392,0,1,1,0,0,0,0
1,1,80.05,80.05,1,1.0,0,0,1,1,0,0,0
29,1,89.2,2698.35,1,0.0330572386828988,0,0,0,0,0,0,0
10,1,65.5,616.9,0,0.1061760414978116,0,0,0,0,0,0,0
43,0,40.45,1912.85,0,0.0211464568575685,0,0,0,0,0,0,0
13,1,70.45,849.1,0,0.0829702037451419,1,0,1,0,0,0,0
43,1,78.8,3460.3,0,0.0227725919717943,0,0,0,0,1,0,1
19,1,83.65,1465.75,1,0.0570697595087839,0,0,0,0,0,0,0
1,1,90.1,90.1,0,1.0,0,0,0,0,0,0,0
69,1,82.45,5555.3,0,0.014841682717405,0,1,1,0,1,0,1
61,1,20.25,1278.8,0,0.015835157960588,0,1,1,0,1,0,1
43,1,66.25,2907.35,0,0.0227870741396804,1,0,1,0,0,0,0
6,1,19.5,146.3,1,0.1332877648667122,1,0,1,0,0,0,0
1,1,51.25,51.25,1,1.0,0,0,1,1,0,0,0
56,1,89.7,4952.95,0,0.0181104190431964,0,0,1,1,0,0,0
70,0,64.55,4504.9,0,0.0143288419276787,1,0,1,0,1,0,1
1,1,45.6,45.6,1,1.0,0,0,0,0,0,0,0
49,1,93.65,4520.15,0,0.020718338993175,0,0,0,0,1,1,0
6,1,49.65,267.35,1,0.1857116139891527,1,0,1,0,0,0,0
32,1,73.6,2316.85,0,0.031767270216026,0,0,1,1,1,0,1
72,1,109.75,8075.35,0,0.0135907421969326,0,0,1,1,1,0,1
37,1,61.45,2302.35,0,0.0266901209633635,0,1,1,0,1,0,1
69,1,106.4,7251.9,0,0.0146720169886512,0,1,1,0,1,1,0
26,1,81.9,2078.55,0,0.0394024680666811,1,0,1,0,0,0,0
58,1,105.2,6225.4,0,0.0168985125453786,0,1,1,0,1,1,0
24,1,54.6,1242.25,0,0.0439525055343127,1,0,1,0,1,1,0
5,1,20.55,99.45,0,0.2066365007541478,0,0,0,0,1,1,0
15,1,20.0,288.05,1,0.0694323902100329,0,0,0,0,0,0,0
30,1,19.7,599.25,0,0.0328744263662912,0,0,1,1,1,0,1
55,1,66.05,3462.1,0,0.0190780162329222,0,1,1,0,1,1,0
25,0,34.0,853.0,1,0.0398593200468933,1,0,1,0,0,0,0
10,1,92.5,934.1,1,0.0990258002355208,0,0,1,1,0,0,0
44,0,54.05,2375.2,0,0.0227559784439205,0,1,1,0,1,0,1
47,1,58.9,2813.05,0,0.0209381276550363,0,0,1,1,1,1,0
13,1,88.35,1222.8,1,0.072252208047105,0,0,0,0,0,0,0
49,1,107.95,5293.2,1,0.0203940905312476,1,0,1,0,1,0,1
64,1,96.9,6314.35,0,0.0153459976086216,0,0,1,1,1,1,0
1,1,19.1,19.1,0,1.0,0,0,1,1,0,0,0
20,1,50.0,1003.05,0,0.0498479637106824,0,0,1,1,0,0,0
37,0,45.4,1593.1,0,0.0284978971815956,0,0,0,0,1,0,1
30,1,85.45,2509.95,0,0.0340445028785434,0,0,0,0,0,0,0
38,1,84.1,3187.65,0,0.0263830721691528,1,0,1,0,1,1,0
1,1,74.45,74.45,1,1.0,0,0,1,1,0,0,0
37,1,64.75,2345.2,1,0.0276095855364148,0,0,0,0,0,0,0
52,0,66.25,3330.1,0,0.0198942974685444,0,1,1,0,1,0,1
71,1,76.9,5522.7,0,0.0139243485976062,0,1,1,0,1,0,1
26,1,89.8,2335.3,1,0.0384533036440714,0,0,0,0,0,0,0
66,1,74.6,4798.4,0,0.0155468489496498,0,1,1,0,1,0,1
72,1,116.95,8594.4,0,0.0136076980359303,0,1,1,0,1,0,1
25,0,40.65,970.55,0,0.0418834681366235,0,1,1,0,1,1,0
69,1,114.35,7665.8,0,0.0149169036499778,1,0,1,0,1,0,1
53,1,69.7,3686.05,0,0.0189091303699081,1,0,1,0,1,0,1
12,1,95.5,1115.15,1,0.0856387033134555,0,0,1,1,1,1,0
26,1,98.65,2537.0,0,0.0388845092629089,0,0,0,0,0,0,0
21,1,61.65,1393.6,0,0.0442379448909299,0,0,1,1,0,0,0
1,1,89.35,89.35,0,1.0,0,0,0,0,0,0,0
48,1,95.4,4445.3,0,0.0214608687827593,0,0,0,0,0,0,0
26,0,35.4,978.6,0,0.0361741263028816,0,1,1,0,1,1,0
60,1,19.95,1258.15,0,0.0158566148710408,0,0,1,1,1,0,1
18,1,19.25,331.35,0,0.0580956692319299,0,0,1,1,0,0,0
10,0,29.65,291.4,1,0.1017501715854495,0,0,0,0,0,0,0
5,1,84.5,453.75,1,0.1862258953168044,0,0,0,0,0,0,0
4,1,20.4,84.75,0,0.2407079646017699,0,0,1,1,1,1,0
65,1,24.75,1715.1,0,0.0144306454434143,0,1,1,0,1,0,1
70,1,25.35,1715.15,0,0.0147800483922688,0,0,1,1,1,0,1
18,1,90.7,1597.25,1,0.0567850993895758,0,1,1,0,0,0,0
62,1,20.0,1250.1,0,0.0159987201023918,1,0,1,0,1,0,1
66,1,59.75,3996.8,0,0.0149494595676541,0,0,0,0,1,0,1
65,1,82.5,5215.1,0,0.0158194473739717,1,0,1,0,1,0,1
3,1,70.3,235.5,1,0.2985138004246284,0,0,0,0,0,0,0
34,1,20.35,673.2,0,0.0302287581699346,0,0,1,1,0,0,0
16,1,90.8,1442.2,0,0.0629593676327832,1,0,1,0,0,0,0
54,1,103.95,5639.05,1,0.0184339560741614,1,0,1,0,1,1,0
50,1,104.95,5222.35,0,0.0200963167922487,0,0,0,0,0,0,0
71,1,105.25,7291.75,0,0.0144341207529056,0,0,0,0,1,0,1
10,1,74.75,799.65,1,0.0934783967985993,0,0,0,0,0,0,0
1,1,50.8,50.8,1,1.0,0,0,0,0,0,0,0
18,1,23.75,424.5,0,0.0559481743227326,0,0,1,1,1,1,0
4,1,61.3,249.4,0,0.2457898957497995,0,0,0,0,0,0,0
58,1,75.8,4415.75,0,0.0171658268697276,0,0,1,1,1,0,1
56,1,98.0,5270.6,0,0.0185937084961863,0,0,0,0,1,1,0
2,1,80.25,144.55,1,0.5551712210307852,0,0,0,0,0,0,0
32,1,78.9,2447.95,1,0.0322310504708021,0,0,0,0,0,0,0
56,0,52.0,2884.9,0,0.0180248882110298,0,0,1,1,1,1,0
36,1,84.75,3050.15,1,0.0277855187449797,0,0,0,0,0,0,0
4,1,64.4,253.0,0,0.2545454545454546,0,0,1,1,0,0,0
53,1,85.45,4517.25,1,0.018916376113786,1,0,1,0,0,0,0
10,1,45.8,436.2,0,0.1049977074736359,0,1,1,0,0,0,0
4,0,30.5,118.4,0,0.2576013513513513,0,0,0,0,0,0,0
1,1,19.9,19.9,1,1.0,0,0,1,1,0,0,0
51,1,69.15,3649.6,0,0.0189472818939061,0,0,1,1,0,0,0
12,1,99.45,1200.15,1,0.08286464191976,0,0,0,0,0,0,0
6,0,49.25,255.6,0,0.1926838810641627,0,0,1,1,1,1,0
63,0,39.35,2395.05,0,0.0164297196300703,1,0,1,0,1,0,1
1,1,70.6,70.6,1,1.0,0,0,0,0,0,0,0
48,1,105.1,5083.55,0,0.0206745286266487,0,1,1,0,0,0,0
5,1,81.0,389.6,1,0.2079055441478439,0,1,1,0,0,0,0
35,1,20.1,644.5,0,0.0311869666408068,0,1,1,0,1,1,0
6,1,84.85,523.5,1,0.1620821394460362,0,0,0,0,0,0,0
2,1,19.75,39.3,0,0.5025445292620866,0,0,1,1,0,0,0
50,1,19.75,989.05,0,0.0199686567918709,1,0,1,0,1,1,0
33,1,70.4,2406.1,0,0.0292589667927351,1,0,1,0,0,0,0
31,1,20.45,638.55,0,0.0320256831884738,0,0,1,1,1,0,1
9,1,20.35,191.1,0,0.1064887493458922,0,0,1,1,1,0,1
54,1,86.2,4524.05,0,0.0190537239862512,0,0,0,0,0,0,0
46,1,95.65,4664.2,0,0.0205072681274387,0,1,1,0,1,1,0
34,1,103.8,3470.8,0,0.0299066497637432,0,0,0,0,1,1,0
71,1,97.2,6910.3,0,0.0140659595097173,0,0,0,0,1,0,1
63,1,63.55,4014.2,0,0.0158312988889442,0,0,1,1,1,0,1
51,1,24.95,1288.0,0,0.0193711180124223,1,0,1,0,1,0,1
26,1,89.15,2277.65,1,0.039141220117226,0,0,0,0,0,0,0
64,1,99.0,6375.8,0,0.0155274632203017,1,0,1,0,1,0,1
1,0,24.8,24.8,1,1.0,0,0,0,0,0,0,0
61,1,85.55,5251.75,0,0.016289808159185,1,0,1,0,1,1,0
15,1,94.0,1505.45,0,0.0624398020525424,0,1,1,0,0,0,0
64,1,105.65,6903.1,1,0.0153047181700974,0,1,1,0,1,1,0
18,1,50.3,913.3,0,0.0550750027373261,0,0,0,0,0,0,0
57,1,95.0,5535.8,0,0.01716102460349,0,0,0,0,1,1,0
14,1,61.4,815.55,0,0.0752866163938446,1,0,1,0,1,0,1
18,1,80.55,1411.65,0,0.0570608861970035,0,1,1,0,0,0,0
72,1,78.5,5602.25,0,0.0140122272301307,1,0,1,0,1,0,1
70,1,114.3,8244.3,0,0.0138641243040646,0,1,1,0,1,0,1
38,1,20.05,741.5,0,0.0270397842211733,0,0,1,1,1,0,1
68,1,62.65,4375.8,0,0.0143173819644407,0,1,1,0,1,0,1
13,1,80.85,1008.7,1,0.0801526717557251,0,0,0,0,0,0,0
65,1,92.7,5968.4,0,0.0155318008176395,0,1,1,0,1,0,1
30,1,100.45,3096.9,0,0.0324356614679195,0,0,0,0,0,0,0
51,1,75.2,3901.25,0,0.0192758731175905,1,0,1,0,1,0,1
31,1,84.75,2613.4,0,0.0324290196678656,0,1,1,0,0,0,0
9,1,89.45,853.1,1,0.1048528894619622,0,0,0,0,0,0,0
72,1,79.5,5661.7,0,0.014041718918346,1,0,1,0,1,0,1
10,1,72.15,794.25,1,0.0908404154863078,0,1,1,0,0,0,0
37,1,19.8,695.05,0,0.02848715919718,0,0,0,0,1,1,0
2,1,76.4,160.8,1,0.4751243781094527,0,0,0,0,0,0,0
55,1,100.9,5552.05,0,0.0181734674579659,0,0,1,1,1,1,0
33,1,95.3,3275.15,0,0.0290979039127978,1,0,1,0,0,0,0
46,1,90.95,4236.6,0,0.0214676863522636,1,0,1,0,1,1,0
1,1,54.5,54.5,0,1.0,0,0,0,0,0,0,0
20,1,61.6,1174.35,1,0.0524545493251586,0,0,1,1,0,0,0
9,1,79.9,741.7,1,0.107725495483349,0,0,0,0,0,0,0
32,1,96.15,3019.25,1,0.0318456570340316,0,1,1,0,0,0,0
19,1,49.6,962.9,0,0.0515110603385606,1,0,1,0,0,0,0
70,1,65.3,4759.75,1,0.0137192079415935,0,1,1,0,1,0,1
61,1,25.0,1498.35,0,0.0166850201888744,0,1,1,0,1,0,1
26,1,45.45,1233.15,0,0.0368568300693346,0,0,0,0,0,0,0
45,1,107.75,4882.8,0,0.0220672564921766,1,0,1,0,0,0,0
62,1,89.1,5411.65,0,0.0164644794101614,0,1,1,0,1,0,1
1,1,19.65,19.65,1,1.0,0,0,1,1,0,0,0
3,1,44.75,148.05,0,0.3022627490712596,0,0,1,1,0,0,0
41,1,101.6,3930.55,0,0.0258487997862894,1,0,1,0,1,1,0
67,1,103.15,6895.5,0,0.0149590312522659,1,0,1,0,1,0,1
1,1,84.65,84.65,1,1.0,0,0,1,1,0,0,0
71,1,95.65,6856.95,0,0.0139493506588206,0,0,1,1,1,1,0
37,1,75.1,2658.8,0,0.0282458251842936,1,0,1,0,1,1,0
60,1,61.35,3766.2,0,0.0162896288035685,0,0,1,1,1,0,1
1,1,69.55,69.55,1,1.0,0,0,0,0,0,0,0
6,1,19.7,129.55,0,0.1520648398301813,0,1,1,0,0,0,0
13,0,31.05,347.25,1,0.0894168466522678,0,0,0,0,0,0,0
11,1,51.0,581.7,0,0.0876740587931923,1,0,1,0,0,0,0
7,1,51.0,354.05,1,0.1440474509250106,0,0,1,1,0,0,0
10,1,88.85,929.45,0,0.0955941685943299,0,0,0,0,0,0,0
34,1,20.05,679.0,0,0.0295287187039764,0,1,1,0,1,0,1
62,1,65.1,3846.75,0,0.0169233768765841,0,0,1,1,1,0,1
64,1,70.15,4480.7,0,0.0156560358872497,0,0,1,1,1,1,0
1,1,44.35,44.35,1,1.0,1,0,1,0,0,0,0
25,1,20.75,499.4,0,0.0415498598317981,0,0,1,1,1,0,1
26,1,56.05,1553.2,0,0.0360867885655421,0,0,1,1,1,1,0
10,1,19.95,219.5,0,0.0908883826879271,1,0,1,0,1,1,0
53,1,98.6,5311.85,0,0.0185622711484699,0,0,1,1,1,1,0
7,1,79.7,586.05,1,0.1359952222506612,0,0,0,0,0,0,0
33,1,79.0,2576.8,0,0.0306581806892269,0,1,1,0,0,0,0
71,1,89.45,6435.25,0,0.0139000038848529,0,1,1,0,1,0,1
29,1,74.2,1993.25,0,0.037225636523266,0,0,0,0,0,0,0
24,1,81.0,1923.85,0,0.0421030745640252,1,0,1,0,0,0,0
20,1,49.6,939.8,0,0.0527771866354543,0,0,0,0,0,0,0
1,1,84.6,84.6,0,1.0,0,0,0,0,0,0,0
54,1,55.0,3092.65,1,0.0177841010136937,0,1,1,0,0,0,0
5,1,84.85,415.55,1,0.2041872217543015,0,0,1,1,0,0,0
72,1,84.2,5986.55,0,0.0140648620657974,1,0,1,0,1,0,1
52,1,106.3,5487.0,0,0.0193730636048842,0,0,0,0,1,0,1
9,1,69.05,651.5,0,0.1059861857252494,0,0,0,0,0,0,0
1,1,45.4,45.4,0,1.0,0,0,1,1,0,0,0
1,1,73.65,73.65,1,1.0,0,0,0,0,0,0,0
33,1,73.9,2405.05,1,0.0307270119124342,0,0,1,1,1,1,0
55,1,77.75,4458.15,1,0.0174399694940726,0,0,0,0,0,0,0
69,1,99.35,6856.45,0,0.0144900057609987,0,0,0,0,1,0,1
1,1,50.75,50.75,0,1.0,0,0,1,1,0,0,0
54,1,87.1,4735.2,0,0.018394154417976,1,0,1,0,1,0,1
33,1,20.15,682.15,0,0.0295389577072491,0,0,1,1,1,1,0
45,1,98.7,4525.8,0,0.0218082990852445,1,0,1,0,1,1,0
11,0,25.2,321.05,0,0.0784924466593988,0,0,0,0,0,0,0
6,1,55.7,335.65,0,0.1659466706390585,1,0,1,0,0,0,0
21,1,65.35,1424.4,0,0.0458789665824206,1,0,1,0,0,0,0
65,1,25.3,1748.55,0,0.0144691315661548,1,0,1,0,1,0,1
6,1,84.35,474.9,1,0.1776163402821646,0,0,0,0,0,0,0
8,1,84.95,668.4,1,0.1270945541591861,0,0,0,0,0,0,0
11,1,73.85,926.25,1,0.0797300944669365,0,0,0,0,0,0,0
43,1,24.25,1077.95,0,0.0224964052135998,0,0,1,1,1,0,1
49,0,51.8,2541.25,1,0.0203836694540088,1,0,1,0,1,1,0
1,1,46.0,46.0,1,1.0,0,0,0,0,0,0,0
15,1,79.4,1156.1,1,0.0686791800017299,0,0,0,0,0,0,0
60,1,60.5,3694.45,0,0.0163759152241876,1,0,1,0,1,0,1
17,0,25.1,382.8,0,0.065569487983281,0,1,1,0,0,0,0
16,1,71.8,1167.8,1,0.0614831306730604,1,0,1,0,0,0,0
35,1,20.05,746.75,0,0.0268496819551389,1,0,1,0,1,1,0
44,1,88.4,3912.9,1,0.0225919394822254,0,0,1,1,1,1,0
12,0,30.25,368.85,0,0.0820116578554968,0,1,1,0,1,1,0
1,1,20.2,20.2,0,1.0,0,0,1,1,0,0,0
28,1,59.9,1654.7,0,0.0361999153925182,0,0,0,0,1,1,0
70,1,25.15,1940.85,0,0.0129582399464152,1,0,1,0,1,0,1
5,1,46.0,221.7,1,0.2074875958502481,0,0,1,1,0,0,0
18,1,101.3,1794.65,0,0.0564455464853871,0,1,1,0,0,0,0
70,1,76.95,5289.8,0,0.014546863775568,0,1,1,0,1,0,1
9,1,55.3,501.2,0,0.1103351955307262,0,0,1,1,0,0,0
67,1,92.45,6140.85,0,0.0150549191072897,1,0,1,0,1,0,1
1,1,48.45,48.45,0,1.0,1,0,1,0,0,0,0
18,1,19.35,309.25,0,0.062570735650768,0,0,1,1,1,0,1
4,1,51.75,201.1,1,0.2573346593734461,0,1,1,0,0,0,0
71,1,86.7,6179.35,0,0.0140306019241505,1,0,1,0,1,1,0
30,1,94.4,2838.7,1,0.0332546588227005,0,0,0,0,0,0,0
1,1,55.7,55.7,0,1.0,0,0,1,1,0,0,0
55,1,84.25,4589.85,0,0.0183557196858285,0,1,1,0,1,1,0
59,1,64.65,3735.45,0,0.0173071517487852,0,0,0,0,0,0,0
1,1,70.15,70.15,1,1.0,0,0,1,1,0,0,0
7,1,69.2,477.55,0,0.1449062925348131,1,0,1,0,0,0,0
45,1,54.65,2553.7,0,0.0214003211027137,1,0,1,0,1,0,1
54,1,24.75,1342.15,0,0.0184405617851953,1,0,1,0,1,1,0
51,1,23.95,1216.35,0,0.0196900563160274,0,0,1,1,1,1,0
72,1,105.0,7578.05,0,0.0138558072327313,0,1,1,0,1,1,0
44,1,59.85,2603.95,0,0.0229843122947829,1,0,1,0,1,1,0
2,1,20.05,42.7,0,0.4695550351288056,0,0,1,1,0,0,0
66,1,92.15,6056.9,0,0.0152140533936502,1,0,1,0,1,1,0
68,0,44.8,2983.65,0,0.0150151659879677,0,0,1,1,1,1,0
31,1,20.9,689.35,0,0.0303184158990353,0,1,1,0,1,0,1
21,1,95.4,2025.1,0,0.0471087847513703,1,0,1,0,0,0,0
21,1,80.35,1747.2,0,0.0459878663003663,0,0,0,0,0,0,0
55,1,85.1,4657.95,0,0.0182698397363647,1,0,1,0,1,0,1
9,0,34.7,296.1,1,0.1171901384667342,0,1,1,0,0,0,0
71,1,115.05,8016.6,0,0.014351470698301,1,0,1,0,1,0,1
1,1,81.1,81.1,1,1.0,0,0,0,0,0,0,0
22,1,19.95,433.5,0,0.0460207612456747,0,0,1,1,1,1,0
1,1,20.55,20.55,1,1.0,0,0,1,1,0,0,0
61,1,106.6,6428.4,1,0.0165826644266069,0,0,0,0,1,0,1
67,1,86.15,5883.85,0,0.0146417736686013,1,0,1,0,1,0,1
14,1,78.85,1043.8,0,0.0755412914351408,0,0,0,0,0,0,0
59,1,106.75,6252.9,1,0.0170720785555502,0,0,0,0,0,0,0
21,1,86.55,1857.25,0,0.0466011576255216,1,0,1,0,0,0,0
4,0,42.4,146.4,0,0.2896174863387978,0,0,1,1,0,0,0
3,1,89.45,240.45,1,0.372010813058848,0,0,0,0,0,0,0
70,1,24.25,1724.15,0,0.0140649015456891,1,0,1,0,1,0,1
3,1,97.9,315.3,1,0.3104979384712972,0,0,0,0,0,0,0
21,1,20.5,429.55,0,0.0477243627051565,1,0,1,0,1,1,0
20,1,19.6,356.15,0,0.0550329917169731,0,1,1,0,0,0,0
22,1,20.25,488.25,0,0.0414746543778801,1,0,1,0,1,1,0
1,1,55.7,55.7,1,1.0,0,0,1,1,0,0,0
63,1,20.6,1298.7,0,0.0158620158620158,0,0,1,1,1,0,1
70,1,19.8,1378.75,0,0.0143608340888485,1,0,1,0,1,0,1
13,1,79.8,973.45,1,0.0819764754224664,0,0,0,0,0,0,0
5,1,80.2,384.25,0,0.2087182823682498,0,0,0,0,0,0,0
72,1,116.4,8543.25,0,0.013624791502063,0,1,1,0,1,0,1
13,0,31.65,389.95,0,0.0811642518271573,0,0,0,0,0,0,0
61,1,94.15,5731.85,0,0.0164257613161544,0,1,1,0,0,0,0
1,1,20.65,20.65,0,1.0,0,0,0,0,0,0,0
56,1,76.85,4275.75,0,0.017973454949424,1,0,1,0,0,0,0
4,1,20.15,84.5,0,0.2384615384615384,0,0,1,1,0,0,0
35,1,55.25,1924.1,0,0.0287147237669559,0,0,1,1,1,0,1
18,0,39.05,669.85,1,0.0582966335746808,0,0,0,0,0,0,0
72,1,82.15,5784.3,0,0.0142022370900541,1,0,1,0,1,0,1
49,1,103.0,5166.2,0,0.0199372846579691,1,0,1,0,1,1,0
44,1,95.1,4060.55,0,0.0234204725960768,0,1,1,0,0,0,0
3,1,83.9,267.4,1,0.3137621540762902,0,0,1,1,0,0,0
37,1,95.15,3532.85,0,0.0269329295045076,0,0,0,0,0,0,0
61,1,79.8,4914.8,0,0.0162366729063237,0,0,0,0,1,1,0
70,1,74.8,5315.8,0,0.0140712592648331,0,1,1,0,1,0,1
1,1,69.85,69.85,1,1.0,0,0,0,0,0,0,0
41,1,20.45,775.6,0,0.0263666838576585,0,0,0,0,0,0,0
70,1,78.35,5445.95,0,0.0143868379254308,1,0,1,0,1,1,0
1,1,53.55,53.55,1,1.0,0,0,1,1,0,0,0
51,1,19.1,1007.8,0,0.0189521730502083,0,0,0,0,1,1,0
42,1,20.0,833.55,0,0.0239937616219782,0,0,1,1,1,0,1
70,1,93.9,6579.05,1,0.0142725773477933,1,0,1,0,1,0,1
48,1,19.95,1004.5,0,0.0198606271777003,1,0,1,0,1,1,0
68,1,113.15,7856.0,1,0.0144030040733197,0,0,0,0,1,0,1
48,1,24.0,1183.05,0,0.0202865474832002,0,1,1,0,1,0,1
26,1,84.95,2169.75,1,0.0391519760341053,0,0,0,0,0,0,0
11,1,80.5,896.9,1,0.0897535957185862,1,0,1,0,0,0,0
1,1,19.3,19.3,1,1.0,0,0,1,1,0,0,0
27,1,19.15,501.35,0,0.038196868455171,0,0,1,1,1,1,0
46,1,91.3,4126.35,0,0.0221260920668387,1,0,1,0,1,1,0
1,1,49.65,49.65,1,1.0,0,0,1,1,0,0,0
46,1,54.35,2460.15,1,0.0220921488527122,0,1,1,0,1,0,1
25,1,19.15,477.6,0,0.0400963149078726,0,0,1,1,0,0,0
4,1,88.45,370.65,1,0.2386348307028194,0,0,0,0,0,0,0
13,1,19.75,265.75,0,0.0743179680150517,0,0,1,1,1,0,1
31,1,75.5,2424.45,0,0.0311410835447214,0,1,1,0,1,1,0
23,1,83.75,1849.95,0,0.0452714938241574,0,0,0,0,0,0,0
2,1,19.4,61.05,0,0.3177723177723177,0,0,1,1,0,0,0
65,1,26.5,1698.55,0,0.0156015424921256,1,0,1,0,1,0,1
22,1,90.5,1910.6,1,0.0473673191667539,1,0,1,0,0,0,0
55,1,19.15,998.1,0,0.0191864542630998,0,1,1,0,1,1,0
9,1,94.85,890.6,1,0.1065012351223893,0,0,1,1,0,0,0
7,1,69.95,529.5,1,0.1321057601510859,1,0,1,0,0,0,0
35,0,40.9,1383.6,0,0.0295605666377565,0,0,1,1,1,1,0
6,1,80.25,493.4,0,0.1626469396027564,0,0,1,1,1,0,1
1,1,48.6,48.6,1,1.0,0,1,1,0,0,0,0
